,total_bitcoins
2011-02-20,5445925.0
2011-02-27,5534075.0
2011-03-06,5592725.0
2011-03-13,5651575.0
2011-03-20,5710375.0
2011-03-27,5739825.0
2011-04-03,5798625.0
2011-04-10,5858875.0
2011-04-17,5917625.0
2011-04-24,5976325.0
2011-05-01,6064225.0
2011-05-08,6122925.0
2011-05-15,6181825.0
2011-05-22,6269725.0
2011-05-29,6357625.0
2011-06-05,6416325.0
2011-06-12,6504075.0
2011-06-19,6591825.0
2011-06-26,6650525.0
2011-07-03,6708975.0
2011-07-10,6767425.0
2011-07-17,6825875.0
2011-07-24,6884425.0
2011-07-31,6943175.0
2011-08-07,6972675.0
2011-08-14,7032475.0
2011-08-21,7092575.0
2011-08-28,7122775.0
2011-09-04,7181925.0
2011-09-11,7241825.0
2011-09-18,7272225.0
2011-09-25,7331575.0
2011-10-02,7391075.0
2011-10-09,7421575.0
2011-10-16,7451275.0
2011-10-23,7510725.0
2011-10-30,7540175.0
2011-11-06,7599525.0
2011-11-13,7630525.0
2011-11-20,7690225.0
2011-11-27,7750343.75
2011-12-04,7782325.0
2011-12-11,7844975.0
2011-12-18,7874875.0
2011-12-25,7936425.0
2012-01-01,7999025.0
2012-01-08,8060537.5
2012-01-15,8092575.0
2012-01-22,8155125.0
2012-01-29,8217125.0
2012-02-05,8247587.5
2012-02-12,8308025.0
2012-02-19,8368225.0
2012-02-26,8429256.25
2012-03-04,8459975.0
2012-03-11,8521225.0
2012-03-18,8583225.0
2012-03-25,8615025.0
2012-04-01,8678125.0
2012-04-08,8740125.0
2012-04-15,8771393.75
2012-04-22,8834275.0
2012-04-29,8865325.0
2012-05-06,8927325.0
2012-05-13,8988925.0
2012-05-20,9019625.0
2012-05-27,9079325.0
2012-06-03,9140875.0
2012-06-10,9171825.0
2012-06-17,9233825.0
2012-06-24,9296425.0
2012-07-01,9327075.0
2012-07-08,9388318.75
2012-07-15,9450775.0
2012-07-22,9512925.0
2012-07-29,9545387.5
2012-08-05,9609875.0
2012-08-12,9672075.0
2012-08-19,9735325.0
2012-08-26,9766900.0
2012-09-02,9830775.0
2012-09-09,9894612.5
2012-09-16,9926625.0
2012-09-23,9992312.5
2012-09-30,10057725.0
2012-10-07,10090925.0
2012-10-14,10155775.0
2012-10-21,10188087.5
2012-10-28,10252437.5
2012-11-04,10318925.0
2012-11-11,10352175.0
2012-11-18,10416475.0
2012-11-25,10449106.25
2012-12-02,10506475.0
2012-12-09,10538562.5
2012-12-16,10554512.5
2012-12-23,10569537.5
2012-12-30,10600662.5
2013-01-06,10631462.5
2013-01-13,10646662.5
2013-01-20,10676862.5
2013-01-27,10707637.5
2013-02-03,10723237.5
2013-02-10,10753987.5
2013-02-17,10784362.5
2013-02-24,10814684.375
2013-03-03,10844812.5
2013-03-10,10874737.5
2013-03-17,10904762.5
2013-03-24,10934881.25
2013-03-31,10964562.5
2013-04-07,10994475.0
2013-04-14,11024112.5
2013-04-21,11053787.5
2013-04-28,11083387.5
2013-05-05,11113037.5
2013-05-12,11142537.5
2013-05-19,11172212.5
2013-05-26,11201737.5
2013-06-02,11231537.5
2013-06-09,11261362.5
2013-06-16,11291312.5
2013-06-23,11320687.5
2013-06-30,11350112.5
2013-07-07,11379787.5
2013-07-14,11409318.75
2013-07-21,11439262.5
2013-07-28,11469087.5
2013-08-04,11498812.5
2013-08-11,11528587.5
2013-08-18,11558918.75
2013-08-25,11603937.5
2013-09-01,11633562.5
2013-09-08,11663537.5
2013-09-15,11693237.5
2013-09-22,11723312.5
2013-09-29,11768787.5
2013-10-06,11799537.5
2013-10-13,11830053.125
2013-10-20,11860687.5
2013-10-27,11906862.5
2013-11-03,11937087.5
2013-11-10,11967225.0
2013-11-17,11998128.125
2013-11-24,12028687.5
2013-12-01,12059871.875
2013-12-08,12090937.5
2013-12-15,12121737.5
2013-12-22,12153212.5
2013-12-29,12183768.75
2014-01-05,12214837.5
2014-01-12,12245862.5
2014-01-19,12276662.5
2014-01-26,12308212.5
2014-02-02,12339762.5
2014-02-09,12371387.5
2014-02-16,12403009.375
2014-02-23,12435368.75
2014-03-02,12451787.5
2014-03-09,12484159.375
2014-03-16,12516587.5
2014-03-23,12548678.125
2014-03-30,12580675.0
2014-04-06,12612837.5
2014-04-13,12629256.25
2014-04-20,12661631.25
2014-04-27,12694762.5
2014-05-04,12727496.875
2014-05-11,12743593.75
2014-05-18,12775662.5
2014-05-25,12808312.5
2014-06-01,12839690.625
2014-06-08,12870987.5
2014-06-15,12887109.375
2014-06-22,12919171.875
2014-06-29,12950987.5
2014-07-06,12982337.5
2014-07-13,13014037.5
2014-07-20,13029615.625
2014-07-27,13061237.5
2014-08-03,13093684.375
2014-08-10,13109337.5
2014-08-17,13141312.5
2014-08-24,13173287.5
2014-08-31,13204887.5
2014-09-07,13237056.25
2014-09-14,13253087.5
2014-09-21,13284909.375
2014-09-28,13316862.5
2014-10-05,13348062.5
2014-10-12,13363337.5
2014-10-19,13394809.375
2014-10-26,13426134.375
2014-11-02,13441637.5
2014-11-09,13473012.5
2014-11-16,13503762.5
2014-11-23,13519262.5
2014-11-30,13550237.5
2014-12-07,13581621.875
2014-12-14,13597240.625
2014-12-21,13629003.125
2014-12-28,13644721.875
2015-01-04,13676212.5
2015-01-11,13707778.125
2015-01-18,13723462.5
2015-01-25,13754731.25
2015-02-01,13786793.75
2015-02-08,13802337.5
2015-02-15,13833706.25
2015-02-22,13864862.5
2015-03-01,13880462.5
2015-03-08,13911912.5
2015-03-15,13943096.875
2015-03-22,13958612.5
2015-03-29,13989437.5
2015-04-05,14020525.0
2015-04-12,14036187.5
2015-04-19,14067062.5
2015-04-26,14082737.5
2015-05-03,14113462.5
2015-05-10,14144637.5
2015-05-17,14160312.5
2015-05-24,14191278.125
2015-05-31,14206737.5
2015-06-07,14237337.5
2015-06-14,14268562.5
2015-06-21,14284287.5
2015-06-28,14315187.5
2015-07-05,14345962.5
2015-07-12,14361537.5
2015-07-19,14391962.5
2015-07-26,14423090.625
2015-08-02,14438662.5
2015-08-09,14469446.875
2015-08-16,14500012.5
2015-08-23,14515537.5
2015-08-30,14546562.5
2015-09-06,14577787.5
2015-09-13,14608762.5
2015-09-20,14624087.5
2015-09-27,14655131.25
2015-10-04,14686087.5
2015-10-11,14701518.75
2015-10-18,14732212.5
2015-10-25,14763462.5
2015-11-01,14778787.5
2015-11-08,14809512.5
2015-11-15,14840115.625
2015-11-22,14871037.5
2015-11-29,14886087.5
2015-12-06,14916562.5
2015-12-13,14947012.5
2015-12-20,14977137.5
2015-12-27,15007512.5
2016-01-03,15037887.5
2016-01-10,15067937.5
2016-01-17,15082912.5
2016-01-24,15112437.5
2016-01-31,15142337.5
2016-02-07,15172587.5
2016-02-14,15202437.5
2016-02-21,15232312.5
2016-02-28,15247137.5
2016-03-06,15276787.5
2016-03-13,15306187.5
2016-03-20,15335612.5
2016-03-27,15350387.5
2016-04-03,15379812.5
2016-04-10,15409465.625
2016-04-17,15438987.5
2016-04-24,15468412.5
2016-05-01,15483212.5
2016-05-08,15512812.5
2016-05-15,15542287.5
2016-05-22,15571812.5
2016-05-29,15586537.5
2016-06-05,15616062.5
2016-06-12,15645462.5
2016-06-19,15674812.5
2016-06-26,15689687.5
2016-07-03,15719262.5
2016-07-10,15748962.5
2016-07-17,15764181.25
2016-07-24,15771518.75
2016-07-31,15786256.25
2016-08-07,15800901.5625
2016-08-14,15808231.25
2016-08-21,15822906.25
2016-08-28,15837693.75
2016-09-04,15852431.25
2016-09-11,15859768.75
2016-09-18,15874506.25
2016-09-25,15889181.25
2016-10-02,15903860.9375
2016-10-09,15918531.25
2016-10-16,15925881.25
2016-10-23,15940556.25
2016-10-30,15955193.75
2016-11-06,15969843.75
2016-11-13,15984531.25
2016-11-20,15991843.75
2016-11-27,16006543.75
2016-12-04,16021206.25
2016-12-11,16035918.75
2016-12-18,16050618.75
2016-12-25,16058012.5
2017-01-01,16072768.75
2017-01-08,16087431.25
2017-01-15,16102151.5625
2017-01-22,16116906.25
2017-01-29,16131518.75
2017-02-05,16146268.75
2017-02-12,16153606.25
2017-02-19,16168306.25
2017-02-26,16183081.25
2017-03-05,16197743.75
2017-03-12,16205118.75
2017-03-19,16219843.75
2017-03-26,16234518.75
2017-04-02,16249268.75
2017-04-09,16264106.25
2017-04-16,16271443.75
2017-04-23,16286203.125
2017-04-30,16300956.25
2017-05-07,16315656.25
2017-05-14,16330381.25
2017-05-21,16337768.75
2017-05-28,16352481.25
2017-06-04,16367156.25
2017-06-11,16381831.25
2017-06-18,16396525.0
2017-06-25,16403906.25
2017-07-02,16418617.1875
2017-07-09,16433268.75
2017-07-16,16447981.25
2017-07-23,16462631.25
2017-07-30,16477381.25
2017-08-06,16492056.25
2017-08-13,16499406.25
2017-08-20,16514193.75
2017-08-27,16521518.75
2017-09-03,16536168.75
2017-09-10,16550868.75
2017-09-17,16565618.75
2017-09-24,16580268.75
2017-10-01,16594918.75
2017-10-08,16609631.25
2017-10-15,16624318.75
2017-10-22,16638981.25
2017-10-29,16646293.75
2017-11-05,16660968.75
2017-11-12,16675643.75
2017-11-19,16682981.25
2017-11-26,16697693.75
2017-12-03,16712381.25
2017-12-10,16727068.75
2017-12-17,16741793.75
2017-12-24,16756468.75
2017-12-31,16771118.75
2018-01-07,16785793.75
2018-01-14,16800456.25
2018-01-21,16815156.25
2018-01-28,16829781.25
2018-02-04,16844481.25
2018-02-11,16851806.25
2018-02-18,16866481.25
2018-02-25,16881143.75
2018-03-04,16895843.75
2018-03-11,16910506.25
2018-03-18,16925171.875
2018-03-25,16932518.75
2018-04-01,16947206.25
2018-04-08,16961868.75
2018-04-15,16976531.25
2018-04-22,16991193.75
2018-04-29,17005856.25
2018-05-06,17013181.25
2018-05-13,17027906.25
2018-05-20,17042606.25
2018-05-27,17057256.25
2018-06-03,17071918.75
2018-06-10,17079243.75
2018-06-17,17093906.25
2018-06-24,17108581.25
2018-07-01,17123318.75
2018-07-08,17138018.75
2018-07-15,17145381.25
2018-07-22,17160081.25
2018-07-29,17174768.75
2018-08-05,17189418.75
2018-08-12,17204081.25
2018-08-19,17218718.75
2018-08-26,17226093.75
2018-09-02,17240743.75
2018-09-09,17255356.25
2018-09-16,17270006.25
2018-09-23,17277368.75
2018-09-30,17292056.25
2018-10-07,17306706.25
2018-10-14,17321393.75
2018-10-21,17328731.25
2018-10-28,17343368.75
2018-11-04,17358031.25
2018-11-11,17365356.25
2018-11-18,17380006.25
2018-11-25,17387343.75
2018-12-02,17402006.25
2018-12-09,17409331.25
2018-12-16,17424006.25
2018-12-23,17438618.75
2018-12-30,17453293.75
2019-01-06,17460681.25
2019-01-13,17475443.75
2019-01-20,17490118.75
2019-01-27,17504826.5625
2019-02-03,17512143.75
2019-02-10,17526806.25
2019-02-17,17541481.25
2019-02-24,17556156.25
2019-03-03,17563481.25
2019-03-10,17578156.25
2019-03-17,17592856.25
2019-03-24,17607556.25
2019-03-31,17614906.25
2019-04-07,17629593.75
2019-04-14,17644206.25
2019-04-21,17651543.75
2019-04-28,17666256.25
2019-05-05,17680956.25
2019-05-12,17695631.25
2019-05-19,17710318.75
2019-05-26,17717631.25
2019-06-02,17732318.75
2019-06-09,17746993.75
2019-06-16,17761631.25
2019-06-23,17776256.25
2019-06-30,17783581.25
2019-07-07,17798218.75
2019-07-14,17812906.25
2019-07-21,17827543.75
2019-07-28,17842181.25
2019-08-04,17856856.25
2019-08-11,17864206.25
2019-08-18,17878906.25
2019-08-25,17893618.75
2019-09-01,17908281.25
2019-09-08,17922956.25
2019-09-15,17937606.25
2019-09-22,17944943.75
2019-09-29,17959643.75
2019-10-06,17974306.25
2019-10-13,17988993.75
2019-10-20,17996343.75
2019-10-27,18011056.25
2019-11-03,18025681.25
2019-11-10,18033031.25
2019-11-17,18047656.25
2019-11-24,18062331.25
2019-12-01,18077031.25
2019-12-08,18084343.75
2019-12-15,18098981.25
2019-12-22,18113643.75
2019-12-29,18128318.75
2020-01-05,18142993.75
2020-01-12,18150306.25
2020-01-19,18164956.25
2020-01-26,18180981.25
2020-02-02,18195618.75
2020-02-09,18202943.75
2020-02-16,18217618.75
2020-02-23,18232268.75
2020-03-01,18246893.75
2020-03-08,18254231.25
2020-03-15,18268906.25
2020-03-22,18276231.25
2020-03-29,18290868.75
2020-04-05,18305543.75
2020-04-12,18320168.75
2020-04-19,18327481.25
2020-04-26,18342131.25
2020-05-03,18356868.75
2020-05-10,18371543.75
2020-05-17,18376946.875
2020-05-24,18384271.875
2020-05-31,18387946.875
2020-06-07,18395265.625
2020-06-14,18402596.875
2020-06-21,18409934.375
2020-06-28,18417265.625
2020-07-05,18420928.125
2020-07-12,18428265.625
2020-07-19,18435578.125
2020-07-26,18442903.125
2020-08-02,18446559.375
2020-08-09,18453865.625
2020-08-16,18461178.125
2020-08-23,18468496.875
2020-08-30,18472165.625
2020-09-06,18479490.625
2020-09-13,18486821.875
2020-09-20,18494128.125
2020-09-27,18501465.625
2020-10-04,18505128.125
2020-10-11,18512459.375
2020-10-18,18519796.875
2020-10-25,18523459.375
2020-11-01,18530784.375
2020-11-08,18534440.625
2020-11-15,18541803.125
2020-11-22,18549134.375
2020-11-29,18556453.125
2020-12-06,18563778.125
2020-12-13,18567446.875
2020-12-20,18574790.625
2020-12-27,18582109.375
2021-01-03,18589440.625
2021-01-10,18596778.125
2021-01-17,18600434.375
2021-01-24,18607771.875
2021-01-31,18615096.875
2021-02-07,18622428.125
2021-02-14,18626109.375
2021-02-21,18633453.125
2021-02-28,18640784.375
2021-03-07,18644453.125
2021-03-14,18651753.125
2021-03-21,18659071.875
2021-03-28,18666409.375
2021-04-04,18670071.875
2021-04-11,18677378.125
2021-04-18,18684715.625
2021-04-25,18688390.625
2021-05-02,18695713.28125
2021-05-09,18703046.875
2021-05-16,18710346.875
2021-05-23,18714015.625
2021-05-30,18721315.625
2021-06-06,18728634.375
2021-06-13,18732309.375
2021-06-20,18735984.375
2021-06-27,18743290.625
2021-07-04,18746940.625
2021-07-11,18750590.625
2021-07-18,18757915.625
2021-07-25,18765234.375
2021-08-01,18772546.875
2021-08-08,18779859.375
2021-08-15,18787165.625
2021-08-22,18790828.125
2021-08-29,18798146.875
2021-09-05,18805453.125
2021-09-12,18812771.875
2021-09-19,18820096.875
2021-09-26,18823746.875
2021-10-03,18831059.375
2021-10-10,18838359.375
2021-10-17,18845678.125
2021-10-24,18852984.375
2021-10-31,18856646.875
2021-11-07,18863959.375
2021-11-14,18871265.625
2021-11-21,18878596.875
2021-11-28,18882265.625
2021-12-05,18889565.625
2021-12-12,18896871.875
2021-12-19,18904171.875
2021-12-26,18911496.875
2022-01-02,18915146.875
2022-01-09,18922453.125
2022-01-16,18929753.125
2022-01-23,18937078.125
2022-01-30,18944396.875
2022-02-06,18948051.5625
2022-02-13,18955371.875
2022-02-20,18962678.125
2022-02-27,18966340.625
2022-03-06,18973665.625
2022-03-13,18980978.125
2022-03-20,18988296.875
2022-03-27,18995609.375
2022-04-03,18999259.375
2022-04-10,19006590.625
2022-04-17,19013890.625
2022-04-24,19021203.125
2022-05-01,19024865.625
2022-05-08,19032178.125
2022-05-15,19039484.375
2022-05-22,19043153.125
2022-05-29,19050515.625
2022-06-05,19057815.625
2022-06-12,19065134.375
2022-06-19,19068796.875
2022-06-26,19076115.625
2022-07-03,19083421.875
2022-07-10,19087078.125
2022-07-17,19094396.875
2022-07-24,19101715.625
2022-07-31,19105371.875
2022-08-07,19112684.375
2022-08-14,19119996.875
2022-08-21,19127303.125
2022-08-28,19134615.625
2022-09-04,19138284.375
2022-09-11,19145584.375
2022-09-18,19152890.625
2022-09-25,19160221.875
2022-10-02,19163896.875
2022-10-09,19171209.375
2022-10-16,19178540.625
2022-10-23,19185865.625
2022-10-30,19193165.625
2022-11-06,19196821.875
2022-11-13,19204128.125
2022-11-20,19211446.875
2022-11-27,19215115.625
2022-12-04,19222440.625
2022-12-11,19229759.375
2022-12-18,19237078.125
2022-12-25,19240734.375
2023-01-01,19248046.875
2023-01-08,19255389.0625
2023-01-15,19262696.875
2023-01-22,19266353.125
2023-01-29,19273671.875
2023-02-05,19280978.125
2023-02-12,19288284.375
2023-02-19,19295640.625
2023-02-26,19299312.5
2023-03-05,19306634.375
2023-03-12,19313953.125
2023-03-19,19321259.375
2023-03-26,19328596.875
2023-04-02,19332246.875
2023-04-09,19339578.125
2023-04-16,19346903.125
2023-04-23,19354215.625
2023-04-30,19357878.125
2023-05-07,19365196.875
2023-05-14,19372496.875
2023-05-21,19379815.625
2023-05-28,19383465.625
2023-06-04,19390790.625
2023-06-11,19398115.625
2023-06-18,19405428.125
2023-06-25,19409084.375
2023-07-02,19416396.875
2023-07-09,19423728.125
2023-07-16,19431059.375
2023-07-23,19434715.625
2023-07-30,19442021.875
2023-08-06,19449359.375
2023-08-13,19453009.375
2023-08-20,19460334.375
2023-08-27,19467646.875
2023-09-03,19474953.125
2023-09-10,19478621.875
2023-09-17,19485921.875
2023-09-24,19493234.375
2023-10-01,19500559.375
2023-10-08,19507859.375
2023-10-15,19511528.125
2023-10-22,19518884.375
2023-10-29,19526209.375
2023-11-05,19533553.125
2023-11-12,19537203.125
2023-11-19,19544559.375
2023-11-26,19551871.875
2023-12-03,19559184.375
2023-12-10,19562846.875
2023-12-17,19570171.875
2023-12-24,19577509.375
2023-12-31,19584834.375
2024-01-07,19592134.375
2024-01-14,19595790.625
2024-01-21,19603115.625
2024-01-28,19610446.875
2024-02-04,19617778.125
2024-02-11,19625109.375
2024-02-18,19628793.75
2024-02-25,19636140.625
2024-03-03,19643521.875
2024-03-10,19647171.875
2024-03-17,19654496.875
2024-03-24,19661821.875
2024-03-31,19669140.625
2024-04-07,19673040.625
2024-04-14,19680353.125
2024-04-21,19687607.8125
2024-04-28,19691270.3125
2024-05-05,19693104.6875
2024-05-12,19696789.0625
2024-05-19,19700495.3125
2024-05-26,19702342.1875
2024-06-02,19706014.0625
2024-06-09,19709667.1875
2024-06-16,19711492.1875
2024-06-23,19715160.9375
2024-06-30,19718845.3125
2024-07-07,19720679.6875
2024-07-14,19724351.5625
2024-07-21,19728017.1875
2024-07-28,19731695.3125
2024-08-04,19735373.046875
2024-08-11,19737217.1875
2024-08-18,19740876.5625
2024-08-25,19744529.6875
2024-09-01,19748232.8125
2024-09-08,19750095.3125
2024-09-15,19753768.359375
2024-09-22,19757439.0625
2024-09-29,19759279.6875
2024-10-06,19762979.6875
2024-10-13,19766642.1875
2024-10-20,19770307.8125
2024-10-27,19773970.3125
2024-11-03,19775798.4375
2024-11-10,19779473.4375
2024-11-17,19783142.1875
2024-11-24,19786798.4375
2024-12-01,19788629.6875
2024-12-08,19792292.1875
2024-12-15,19795957.8125
2024-12-22,19799632.8125
2024-12-29,19801470.3125
2025-01-05,19805126.5625
2025-01-12,19808795.3125
2025-01-19,19810626.5625
2025-01-26,19814285.9375
2025-02-02,19817960.9375
2025-02-09,19821626.5625
2025-02-16,19825310.9375
2025-02-23,19827135.9375
2025-03-02,19830789.0625
2025-03-09,19834448.4375
2025-03-16,19836276.5625
2025-03-23,19839942.1875
2025-03-30,19843610.9375
2025-04-06,19847282.8125
2025-04-13,19849142.1875
2025-04-20,19852810.9375
2025-04-27,19856464.0625
2025-05-04,19858289.0625
2025-05-11,19861345.44972555
2025-05-18,19864401.836951096
2025-05-25,19867458.22417665
2025-06-01,19870514.611402195
2025-06-08,19873570.99862774
2025-06-15,19876627.385853294
2025-06-22,19879683.77307884
2025-06-29,19882740.160304394
2025-07-06,19885796.54752994
2025-07-13,19888852.93475549
2025-07-20,19891909.32198104
2025-07-27,19894965.70920659
2025-08-03,19898022.096432135
2025-08-10,19901078.483657688
2025-08-17,19904134.870883234
2025-08-24,19907191.25810878
2025-08-31,19910247.645334333
2025-09-07,19913304.03255988
2025-09-14,19916360.41978543
2025-09-21,19919416.80701098
2025-09-28,19922473.194236528
2025-10-05,19925529.581462074
2025-10-12,19928585.968687627
2025-10-19,19931642.355913173
2025-10-26,19934698.743138727
2025-11-02,19937755.130364273
2025-11-09,19940811.51758982
2025-11-16,19943867.904815372
2025-11-23,19946924.292040918
2025-11-30,19949980.679266468
2025-12-07,19953037.066492017
2025-12-14,19956093.453717567
2025-12-21,19959149.840943113
2025-12-28,19962206.228168663
2026-01-04,19965262.615394212
2026-01-11,19968319.002619762
2026-01-18,19971375.38984531
2026-01-25,19974431.777070858
2026-02-01,19977488.164296407
2026-02-08,19980544.551521957
2026-02-15,19983600.938747503
2026-02-22,19986657.325973053
2026-03-01,19989713.713198602
2026-03-08,19992770.100424152
2026-03-15,19995826.487649698
2026-03-22,19998882.87487525
2026-03-29,20001939.262100797
2026-04-05,20004995.64932635
2026-04-12,20008052.036551896
2026-04-19,20011108.423777446
2026-04-26,20014164.811002996
2026-05-03,20017221.19822854
2026-05-10,20020277.58545409
2026-05-17,20023333.97267964
2026-05-24,20026390.35990519
2026-05-31,20029446.747130737
2026-06-07,20032503.13435629
2026-06-14,20035559.521581836
2026-06-21,20038615.908807386
2026-06-28,20041672.296032935
2026-07-05,20044728.683258485
2026-07-12,20047785.07048403
2026-07-19,20050841.45770958
2026-07-26,20053897.84493513
2026-08-02,20056954.232160676
2026-08-09,20060010.61938623
2026-08-16,20063067.006611776
2026-08-23,20066123.39383733
2026-08-30,20069179.781062875
2026-09-06,20072236.16828842
2026-09-13,20075292.555513974
2026-09-20,20078348.94273952
2026-09-27,20081405.32996507
2026-10-04,20084461.71719062
2026-10-11,20087518.10441617
2026-10-18,20090574.491641715
2026-10-25,20093630.878867265
2026-11-01,20096687.266092815
2026-11-08,20099743.653318364
2026-11-15,20102800.040543914
2026-11-22,20105856.42776946
2026-11-29,20108912.81499501
2026-12-06,20111969.20222056
2026-12-13,20115025.58944611
2026-12-20,20118081.976671655
2026-12-27,20121138.363897208
2027-01-03,20124194.751122754
2027-01-10,20127251.1383483
2027-01-17,20130307.525573853
2027-01-24,20133363.9127994
2027-01-31,20136420.300024953
2027-02-07,20139476.6872505
2027-02-14,20142533.07447605
2027-02-21,20145589.461701598
2027-02-28,20148645.848927148
2027-03-07,20151702.236152694
2027-03-14,20154758.623378247
2027-03-21,20157815.010603793
2027-03-28,20160871.39782934
2027-04-04,20163927.785054892
2027-04-11,20166984.17228044
2027-04-18,20170040.559505988
2027-04-25,20173096.946731538
2027-05-02,20176153.333957087
2027-05-09,20179209.721182633
2027-05-16,20182266.108408187
2027-05-23,20185322.495633733
2027-05-30,20188378.882859286
2027-06-06,20191435.270084832
2027-06-13,20194491.657310378
2027-06-20,20197548.04453593
2027-06-27,20200604.431761477
2027-07-04,20203660.818987027
2027-07-11,20206717.206212576
2027-07-18,20209773.593438126
2027-07-25,20212829.980663672
2027-08-01,20215886.36788922
2027-08-08,20218942.75511477
2027-08-15,20221999.142340317
2027-08-22,20225055.52956587
2027-08-29,20228111.916791417
2027-09-05,20231168.304016966
2027-09-12,20234224.691242516
2027-09-19,20237281.078468062
2027-09-26,20240337.46569361
2027-10-03,20243393.85291916
2027-10-10,20246450.24014471
2027-10-17,20249506.627370257
2027-10-24,20252563.01459581
2027-10-31,20255619.401821356
2027-11-07,20258675.78904691
2027-11-14,20261732.176272456
2027-11-21,20264788.563498005
2027-11-28,20267844.950723555
2027-12-05,20270901.3379491
2027-12-12,20273957.72517465
2027-12-19,20277014.1124002
2027-12-26,20280070.49962575
2028-01-02,20283126.886851296
2028-01-09,20286183.27407685
2028-01-16,20289239.661302395
2028-01-23,20292296.04852794
2028-01-30,20295352.435753495
2028-02-06,20298408.82297904
2028-02-13,20301465.21020459
2028-02-20,20304521.59743014
2028-02-27,20307577.98465569
2028-03-05,20310634.371881235
2028-03-12,20313690.75910679
2028-03-19,20316747.146332335
2028-03-26,20319803.533557888
2028-04-02,20322859.920783434
2028-04-09,20325916.30800898
2028-04-16,20328972.695234533
2028-04-23,20332029.08246008
2028-04-30,20335085.46968563
2028-05-07,20338141.85691118
2028-05-14,20341198.24413673
2028-05-21,20344254.631362274
2028-05-28,20347311.018587824
2028-06-04,20350185.659449834
2028-06-11,20351939.53107005
2028-06-18,20353511.656326722
2028-06-25,20355083.781583395
2028-07-02,20356655.906840067
2028-07-09,20358228.032096744
2028-07-16,20359800.157353412
2028-07-23,20361372.28261009
2028-07-30,20362944.40786676
2028-08-06,20364516.533123437
2028-08-13,20366088.658380106
2028-08-20,20367660.783636782
2028-08-27,20369232.908893455
2028-09-03,20370805.03415013
2028-09-10,20372377.1594068
2028-09-17,20373949.284663476
2028-09-24,20375521.409920152
2028-10-01,20377093.535176825
2028-10-08,20378665.660433497
2028-10-15,20380237.78569017
2028-10-22,20381809.910946846
2028-10-29,20383382.036203515
2028-11-05,20384954.16146019
2028-11-12,20386526.286716864
2028-11-19,20388098.41197354
2028-11-26,20389670.53723021
2028-12-03,20391242.662486885
2028-12-10,20392814.787743557
2028-12-17,20394386.913000233
2028-12-24,20395959.038256902
2028-12-31,20397531.16351358
2029-01-07,20399103.288770255
2029-01-14,20400675.414026927
