,total_bitcoins
2019-09-22,17943618.75
2019-09-29,17958203.45982143
2019-10-06,17972783.22172619
2019-10-13,17983713.467261903
2019-10-20,17994668.973214287
2019-10-27,18009268.75
2019-11-03,18020160.788690478
2019-11-10,18031093.154761903
2019-11-17,18045631.25
2019-11-24,18060190.92261905
2019-12-01,18071113.69047619
2019-12-08,18082062.5
2019-12-15,18096600.0
2019-12-22,18111151.041666664
2019-12-29,18122064.13690476
2020-01-05,18133006.25
2020-01-12,18147574.88839286
2020-01-19,18162131.25
2020-01-26,18177979.38988095
2020-02-02,18188947.99107143
2020-02-09,18199859.41220238
2020-02-16,18214429.35267857
2020-02-23,18228989.285714284
2020-03-01,18239893.75
2020-03-08,18250790.73660714
2020-03-15,18265364.583333336
2020-03-22,18276281.25
2020-03-29,18287184.07738095
2020-04-05,18301754.166666664
2020-04-12,18312656.25
2020-04-19,18323550.0
2020-04-26,18338087.5
2020-05-03,18352689.84375
2020-05-10,18367287.5
2020-05-17,18376621.39136905
2020-05-24,18382076.20907738
2020-05-31,18387546.20535714
2020-06-07,18392994.270833336
2020-06-14,18400280.37574405
2020-06-21,18407563.74627976
2020-06-28,18414846.875
2020-07-05,18420302.30654762
2020-07-12,18425760.50967262
2020-07-19,18433037.5
2020-07-26,18440305.97098214
2020-08-02,18445759.375
2020-08-09,18451196.89360119
2020-08-16,18458453.366815478
2020-08-23,18465725.595238097
2020-08-30,18471184.375
2020-09-06,18476640.625
2020-09-13,18483922.61904762
2020-09-20,18491189.15550595
2020-09-27,18498453.85044643
2020-10-04,18505743.75
2020-10-11,18511205.989583332
2020-10-18,18516668.73139881
2020-10-25,18523956.26860119
2020-11-01,18529409.375
2020-11-08,18534871.875
2020-11-15,18540346.875
2020-11-22,18545814.676339284
2020-11-29,18553081.23139881
2020-12-06,18560356.95684524
2020-12-13,18567636.328125
2020-12-20,18573102.157738097
2020-12-27,18578559.375
2021-01-03,18585834.30059524
2021-01-10,18593125.576636903
2021-01-17,18600406.398809522
2021-01-24,18605871.875
2021-01-31,18611323.604910716
2021-02-07,18618596.13095238
2021-02-14,18625900.44642857
2021-02-21,18631365.625
2021-02-28,18636831.045386903
2021-03-07,18644106.25
2021-03-14,18651365.625
2021-03-21,18656810.19345238
2021-03-28,18662274.088541664
2021-04-04,18669555.245535716
2021-04-11,18676818.75
2021-04-18,18682267.93154762
2021-04-25,18687748.41889881
2021-05-02,18695018.75
2021-05-09,18702297.842261903
2021-05-16,18709562.5
2021-05-23,18715015.625
2021-05-30,18718640.625
2021-06-06,18724085.17485119
2021-06-13,18731368.71279762
2021-06-20,18736834.375
2021-06-27,18740459.895833332
2021-07-04,18744090.625
2021-07-11,18749531.25
2021-07-18,18756799.460565478
2021-07-25,18764065.32738095
2021-08-01,18769509.375
2021-08-08,18774966.29464286
2021-08-15,18782225.0
2021-08-22,18789484.375
2021-08-29,18796752.120535716
2021-09-05,18804015.625
2021-09-12,18811281.863839284
2021-09-19,18816734.375
2021-09-26,18822184.375
2021-10-03,18829445.33110119
2021-10-10,18836696.875
2021-10-17,18843956.25
2021-10-24,18849403.125
2021-10-31,18854853.90625
2021-11-07,18862121.875
2021-11-14,18869377.529761903
2021-11-21,18876659.04017857
2021-11-28,18882114.583333332
2021-12-05,18887553.645833336
2021-12-12,18894809.375
2021-12-19,18902059.375
2021-12-26,18909327.64136905
2022-01-02,18914771.875
2022-01-09,18920215.494791664
2022-01-16,18927465.625
2022-01-23,18934728.125
2022-01-30,18942002.84598214
2022-02-06,18947446.875
2022-02-13,18952898.51190476
2022-02-20,18960162.5
2022-02-27,18967440.56919643
2022-03-06,18972890.625
2022-03-13,18978335.11904762
2022-03-20,18985606.25
2022-03-27,18992861.532738097
2022-04-03,18998309.375
2022-04-10,19003762.369791664
2022-04-17,19011028.125
2022-04-24,19018290.625
2022-05-01,19025554.35267857
2022-05-08,19031003.125
2022-05-15,19036446.875
2022-05-22,19043745.34970238
2022-05-29,19049215.625
2022-06-05,19054653.125
2022-06-12,19061920.59151786
2022-06-19,19069184.375
2022-06-26,19074631.13839286
2022-07-03,19080081.25
2022-07-10,19087339.75074405
2022-07-17,19092796.875
2022-07-24,19098249.53497024
2022-07-31,19105512.5
2022-08-07,19112773.79092262
2022-08-14,19118221.875
2022-08-21,19123662.5
2022-08-28,19130926.432291664
2022-09-04,19138190.94122024
2022-09-11,19145446.875
2022-09-18,19150890.625
2022-09-25,19156350.35342262
2022-10-02,19163636.42113095
2022-10-09,19170897.28422619
2022-10-16,19178179.31547619
2022-10-23,19183634.375
2022-10-30,19189078.125
2022-11-06,19196334.375
2022-11-13,19203593.75
2022-11-20,19209040.625
2022-11-27,19214494.773065478
2022-12-04,19221771.875
2022-12-11,19227215.625
2022-12-18,19232671.875
2022-12-25,19239945.66592262
2023-01-01,19247209.375
2023-01-08,19252661.123511903
2023-01-15,19258131.25
2023-01-22,19265388.076636903
2023-01-29,19272653.125
2023-02-05,19279912.5
2023-02-12,19285359.375
2023-02-19,19290818.75
2023-02-26,19298118.526785716
2023-03-05,19305393.619791664
2023-03-12,19312665.625
2023-03-19,19319922.433035716
2023-03-26,19325384.151785713
2023-04-02,19330835.677083336
2023-04-09,19338108.761160716
2023-04-16,19345389.49032738
2023-04-23,19350840.625
2023-04-30,19356284.375
2023-05-07,19363555.97098214
2023-05-14,19370809.375
2023-05-21,19376259.375
2023-05-28,19381703.125
2023-06-04,19388965.829613097
2023-06-11,19396245.703125
2023-06-18,19403509.616815478
2023-06-25,19408959.375
2023-07-02,19414408.351934522
2023-07-09,19421687.5
2023-07-16,19428967.07589286
2023-07-23,19434415.625
2023-07-30,19439856.25
2023-08-06,19447140.866815478
2023-08-13,19452584.375
2023-08-20,19458033.779761903
2023-08-27,19465306.101190478
2023-09-03,19472565.625
2023-09-10,19478021.875
2023-09-17,19483459.375
2023-09-24,19490717.317708336
2023-10-01,19497986.551339284
2023-10-08,19505246.875
2023-10-15,19512521.78199405
2023-10-22,19517993.86160714
2023-10-29,19523459.951636903
2023-11-05,19530749.739583336
2023-11-12,19538025.03720238
2023-11-19,19543503.125
2023-11-26,19548958.389136903
2023-12-03,19556213.96949405
2023-12-10,19563483.14732143
2023-12-17,19568942.745535713
2023-12-24,19574403.683035716
2023-12-31,19581690.32738095
2024-01-07,19588946.875
2024-01-14,19596210.84449405
2024-01-21,19601659.375
2024-01-28,19607122.63764881
2024-02-04,19614403.125
2024-02-11,19621684.375
2024-02-18,19628988.56026786
2024-02-25,19634457.291666668
2024-03-03,19639977.38095238
2024-03-10,19647238.98809524
2024-03-17,19654509.375
2024-03-24,19659959.375
2024-03-31,19665425.539434522
2024-04-07,19672926.91592262
2024-04-14,19680194.95907738
2024-04-21,19685661.086309522
2024-04-28,19689321.80059524
2024-05-05,19692959.012276784
2024-05-12,19695710.9375
2024-05-19,19698466.731770832
2024-05-26,19702131.54761905
2024-06-02,19705781.315104164
2024-06-09,19708504.6875
2024-06-16,19711225.95796131
2024-06-23,19714865.625
2024-06-30,19717611.067708332
2024-07-07,19720346.17745536
2024-07-14,19723996.11235119
2024-07-21,19727635.909598213
2024-07-28,19731291.378348213
2024-08-04,19734024.069940478
2024-08-11,19736764.0625
2024-08-18,19740406.50111607
2024-08-25,19743129.6875
2024-09-01,19745860.84449405
2024-09-08,19749547.30282738
2024-09-15,19753210.556175597
2024-09-22,19755948.4375
2024-09-29,19758684.9609375
2024-10-06,19762351.143973216
2024-10-13,19765998.4375
2024-10-20,19768717.63392857
2024-10-27,19771451.5625
2024-11-03,19775092.52232143
2024-11-10,19778737.62090774
2024-11-17,19782383.761160716
2024-11-24,19785107.8125
2024-12-01,19787833.09151786
2024-12-08,19791471.875
2024-12-15,19795111.588541664
2024-12-22,19797836.328125
2024-12-29,19800584.421502978
2025-01-05,19804220.3125
2025-01-12,19807860.286458336
2025-01-19,19810589.0625
2025-01-26,19813312.527901784
2025-02-02,19816958.370535716
2025-02-09,19820601.5625
2025-02-16,19823352.69717262
2025-02-23,19826078.92485119
2025-03-02,19829707.235863097
2025-03-09,19833337.98363095
2025-03-16,19836064.0625
2025-03-23,19838798.4375
2025-03-30,19842430.850074403
2025-04-06,19845487.237299953
2025-04-13,19848543.624525502
2025-04-20,19851600.01175105
2025-04-27,19854656.398976598
2025-05-04,19857712.786202148
2025-05-11,19860769.173427697
2025-05-18,19863825.560653243
2025-05-25,19866881.947878797
2025-06-01,19869938.335104343
2025-06-08,19872994.72232989
2025-06-15,19876051.109555442
2025-06-22,19879107.496780988
2025-06-29,19882163.88400654
2025-07-06,19885220.271232087
2025-07-13,19888276.658457637
2025-07-20,19891333.045683187
2025-07-27,19894389.432908736
2025-08-03,19897445.820134282
2025-08-10,19900502.207359836
2025-08-17,19903558.59458538
2025-08-24,19906614.981810927
2025-08-31,19909671.36903648
2025-09-07,19912727.756262027
2025-09-14,19915784.143487576
2025-09-21,19918840.530713126
2025-09-28,19921896.917938676
2025-10-05,19924953.30516422
2025-10-12,19928009.692389775
2025-10-19,19931066.07961532
2025-10-26,19934122.466840874
2025-11-02,19937178.85406642
2025-11-09,19940235.241291966
2025-11-16,19943291.62851752
2025-11-23,19946348.015743066
2025-11-30,19949404.402968615
2025-12-07,19952460.790194165
2025-12-14,19955517.177419715
2025-12-21,19958573.56464526
2025-12-28,19961629.95187081
2026-01-04,19964686.33909636
2026-01-11,19967742.72632191
2026-01-18,19970799.11354746
2026-01-25,19973855.500773005
2026-02-01,19976911.887998555
2026-02-08,19979968.275224105
2026-02-15,19983024.66244965
2026-02-22,19986081.0496752
2026-03-01,19989137.43690075
2026-03-08,19992193.8241263
2026-03-15,19995250.211351845
2026-03-22,19998306.5985774
2026-03-29,20001362.985802945
2026-04-05,20004419.3730285
2026-04-12,20007475.760254044
2026-04-19,20010532.147479594
2026-04-26,20013588.534705143
2026-05-03,20016644.92193069
2026-05-10,20019701.30915624
2026-05-17,20022757.69638179
2026-05-24,20025814.08360734
2026-05-31,20028870.470832884
2026-06-07,20031926.858058438
2026-06-14,20034983.245283984
2026-06-21,20038039.632509533
2026-06-28,20041096.019735083
2026-07-05,20044152.406960633
2026-07-12,20047208.79418618
2026-07-19,20050265.18141173
2026-07-26,20053321.568637278
2026-08-02,20056377.955862824
2026-08-09,20059434.343088377
2026-08-16,20062490.730313923
2026-08-23,20065547.117539477
2026-08-30,20068603.504765023
2026-09-06,20071659.89199057
2026-09-13,20074716.279216122
2026-09-20,20077772.666441668
2026-09-27,20080829.053667217
2026-10-04,20083885.440892767
2026-10-11,20086941.828118317
2026-10-18,20089998.215343863
2026-10-25,20093054.602569412
2026-11-01,20096110.989794962
2026-11-08,20099167.37702051
2026-11-15,20102223.76424606
2026-11-22,20105280.151471607
2026-11-29,20108336.538697157
2026-12-06,20111392.925922707
2026-12-13,20114449.313148256
2026-12-20,20117505.700373802
2026-12-27,20120562.087599356
2027-01-03,20123618.4748249
2027-01-10,20126674.862050448
2027-01-17,20129731.249276
2027-01-24,20132787.636501547
2027-01-31,20135844.0237271
2027-02-07,20138900.410952646
2027-02-14,20141956.798178196
2027-02-21,20145013.185403746
2027-02-28,20148069.572629295
2027-03-07,20151125.95985484
2027-03-14,20154182.347080395
2027-03-21,20157238.73430594
2027-03-28,20160295.121531487
2027-04-04,20163351.50875704
2027-04-11,20166407.895982586
2027-04-18,20169464.283208136
2027-04-25,20172520.670433685
2027-05-02,20175577.057659235
2027-05-09,20178633.44488478
2027-05-16,20181689.832110334
2027-05-23,20184746.21933588
