Date,total_bitcoins
2011-04-24,8054794.520547944
2011-05-01,8121917.808219178
2011-05-08,8189041.09589041
2011-05-15,8256164.383561643
2011-05-22,8323287.671232876
2011-05-29,8390410.958904108
2011-06-05,8457534.246575342
2011-06-12,8524657.534246575
2011-06-19,8591780.821917808
2011-06-26,8658904.10958904
2011-07-03,8726027.397260273
2011-07-10,8793150.684931505
2011-07-17,8860273.972602738
2011-07-24,8927397.260273973
2011-07-31,8994520.547945205
2011-08-07,9061643.835616438
2011-08-14,9128767.123287672
2011-08-21,9195890.410958903
2011-08-28,9263013.698630136
2011-09-04,9330136.986301368
2011-09-11,9397260.273972603
2011-09-18,9464383.561643835
2011-09-25,9531506.849315068
2011-10-02,9598630.1369863
2011-10-09,9665753.424657535
2011-10-16,9732876.712328766
2011-10-23,9800000.0
2011-10-30,9867123.287671233
2011-11-06,9934246.575342465
2011-11-13,10001369.863013698
2011-11-20,10068493.150684932
2011-11-27,10135616.438356163
2011-12-04,10202739.726027397
2011-12-11,10269863.013698628
2011-12-18,10336986.301369863
2011-12-25,10404109.589041095
2012-01-01,10471232.876712328
2012-01-08,10514373.716632443
2012-01-15,10539527.72073922
2012-01-22,10564681.724845996
2012-01-29,10589835.728952771
2012-02-05,10614989.73305955
2012-02-12,10640143.737166325
2012-02-19,10665297.741273101
2012-02-26,10690451.745379876
2012-03-04,10715605.749486653
2012-03-11,10740759.75359343
2012-03-18,10765913.757700205
2012-03-25,10791067.761806982
2012-04-01,10816221.765913757
2012-04-08,10841375.770020533
2012-04-15,10866529.77412731
2012-04-22,10891683.778234085
2012-04-29,10916837.782340864
2012-05-06,10941991.786447639
2012-05-13,10967145.790554415
2012-05-20,10992299.79466119
2012-05-27,11017453.798767967
2012-06-03,11042607.802874744
2012-06-10,11067761.806981519
2012-06-17,11092915.811088296
2012-06-24,11118069.81519507
2012-07-01,11143223.819301847
2012-07-08,11168377.823408624
2012-07-15,11193531.8275154
2012-07-22,11218685.831622178
2012-07-29,11243839.835728953
2012-08-05,11268993.83983573
2012-08-12,11294147.843942506
2012-08-19,11319301.848049281
2012-08-26,11344455.852156058
2012-09-02,11369609.856262833
2012-09-09,11394763.86036961
2012-09-16,11419917.864476386
2012-09-23,11445071.868583161
2012-09-30,11470225.872689938
2012-10-07,11495379.876796713
2012-10-14,11520533.880903492
2012-10-21,11545687.885010269
2012-10-28,11570841.889117043
2012-11-04,11595995.89322382
2012-11-11,11621149.897330595
2012-11-18,11646303.901437372
2012-11-25,11671457.905544147
2012-12-02,11696611.909650924
2012-12-09,11721765.9137577
2012-12-16,11746919.917864475
2012-12-23,11772073.921971252
2012-12-30,11797227.92607803
2013-01-06,11822381.930184806
2013-01-13,11847535.93429158
2013-01-20,11872689.938398357
2013-01-27,11897843.942505134
2013-02-03,11922997.94661191
2013-02-10,11948151.950718686
2013-02-17,11973305.95482546
2013-02-24,11998459.958932238
2013-03-03,12023613.963039014
2013-03-10,12048767.96714579
2013-03-17,12073921.971252566
2013-03-24,12099075.975359341
2013-03-31,12124229.97946612
2013-04-07,12149383.983572897
2013-04-14,12174537.987679671
2013-04-21,12199691.991786448
2013-04-28,12224845.995893223
2013-05-05,12250000.0
2013-05-12,12275154.004106777
2013-05-19,12300308.008213552
2013-05-26,12325462.012320329
2013-06-02,12350616.016427103
2013-06-09,12375770.02053388
2013-06-16,12400924.024640659
2013-06-23,12426078.028747434
2013-06-30,12451232.03285421
2013-07-07,12476386.036960986
2013-07-14,12501540.041067762
2013-07-21,12526694.045174537
2013-07-28,12551848.049281314
2013-08-04,12577002.05338809
2013-08-11,12602156.057494866
2013-08-18,12627310.061601643
2013-08-25,12652464.06570842
2013-09-01,12677618.069815194
2013-09-08,12702772.07392197
2013-09-15,12727926.078028748
2013-09-22,12753080.082135525
2013-09-29,12778234.0862423
2013-10-06,12803388.090349076
2013-10-13,12828542.094455851
2013-10-20,12853696.098562628
2013-10-27,12878850.102669405
2013-11-03,12904004.10677618
2013-11-10,12929158.110882957
2013-11-17,12954312.114989731
2013-11-24,12979466.119096508
2013-12-01,13004620.123203287
2013-12-08,13029774.127310062
2013-12-15,13054928.131416839
2013-12-22,13080082.135523614
2013-12-29,13105236.13963039
2014-01-05,13130390.143737167
2014-01-12,13155544.147843942
2014-01-19,13180698.151950719
2014-01-26,13205852.156057494
2014-02-02,13231006.16016427
2014-02-09,13256160.164271047
2014-02-16,13281314.168377822
2014-02-23,13306468.1724846
2014-03-02,13331622.176591376
2014-03-09,13356776.180698153
2014-03-16,13381930.18480493
2014-03-23,13407084.188911704
2014-03-30,13432238.193018481
2014-04-06,13457392.197125256
2014-04-13,13482546.201232033
2014-04-20,13507700.205338808
2014-04-27,13532854.209445585
2014-05-04,13558008.21355236
2014-05-11,13583162.217659136
2014-05-18,13608316.221765915
2014-05-25,13633470.22587269
2014-06-01,13658624.229979467
2014-06-08,13683778.234086243
2014-06-15,13708932.238193018
2014-06-22,13734086.242299795
2014-06-29,13759240.24640657
2014-07-06,13784394.250513347
2014-07-13,13809548.254620122
2014-07-20,13834702.258726899
2014-07-27,13859856.262833675
2014-08-03,13885010.26694045
2014-08-10,13910164.271047229
2014-08-17,13935318.275154004
2014-08-24,13960472.27926078
2014-08-31,13985626.283367557
2014-09-07,14010780.287474332
2014-09-14,14035934.29158111
2014-09-21,14061088.295687884
2014-09-28,14086242.29979466
2014-10-05,14111396.303901436
2014-10-12,14136550.308008213
2014-10-19,14161704.31211499
2014-10-26,14186858.316221764
2014-11-02,14212012.320328543
2014-11-09,14237166.32443532
2014-11-16,14262320.328542095
2014-11-23,14287474.332648871
2014-11-30,14312628.336755646
2014-12-07,14337782.340862423
2014-12-14,14362936.344969198
2014-12-21,14388090.349075975
2014-12-28,14413244.353182752
2015-01-04,14438398.357289527
2015-01-11,14463552.361396303
2015-01-18,14488706.365503078
2015-01-25,14513860.369609857
2015-02-01,14539014.373716632
2015-02-08,14564168.377823409
2015-02-15,14589322.381930185
2015-02-22,14614476.38603696
2015-03-01,14639630.390143737
2015-03-08,14664784.394250512
2015-03-15,14689938.398357289
2015-03-22,14715092.402464066
2015-03-29,14740246.40657084
2015-04-05,14765400.410677617
2015-04-12,14790554.414784392
2015-04-19,14815708.418891171
2015-04-26,14840862.422997948
2015-05-03,14866016.427104723
2015-05-10,14891170.4312115
2015-05-17,14916324.435318274
2015-05-24,14941478.439425051
2015-05-31,14966632.443531828
2015-06-07,14991786.447638603
2015-06-14,15016940.45174538
2015-06-21,15042094.455852155
2015-06-28,15067248.459958931
2015-07-05,15092402.46406571
2015-07-12,15117556.468172485
2015-07-19,15142710.472279262
2015-07-26,15167864.476386037
2015-08-02,15193018.480492814
2015-08-09,15218172.484599588
2015-08-16,15243326.488706365
2015-08-23,15268480.492813142
2015-08-30,15293634.496919917
2015-09-06,15318788.501026694
2015-09-13,15343942.505133469
2015-09-20,15369096.509240245
2015-09-27,15394250.513347024
2015-10-04,15419404.517453799
2015-10-11,15444558.521560576
2015-10-18,15469712.52566735
2015-10-25,15494866.529774128
2015-11-01,15520020.533880902
2015-11-08,15545174.53798768
2015-11-15,15570328.542094456
2015-11-22,15595482.546201231
2015-11-29,15620636.550308008
2015-12-06,15645790.554414783
2015-12-13,15670944.55852156
2015-12-20,15696098.562628338
2015-12-27,15721252.566735113
2016-01-03,15745636.550308008
2016-01-10,15760780.287474332
2016-01-17,15773357.28952772
2016-01-24,15785934.29158111
2016-01-31,15798511.293634498
2016-02-07,15811088.295687884
2016-02-14,15823665.297741273
2016-02-21,15836242.29979466
2016-02-28,15848819.30184805
2016-03-06,15861396.303901438
2016-03-13,15873973.305954827
2016-03-20,15886550.308008213
2016-03-27,15899127.310061602
2016-04-03,15911704.31211499
2016-04-10,15924281.314168379
2016-04-17,15936858.316221764
2016-04-24,15949435.318275154
2016-05-01,15962012.320328543
2016-05-08,15974589.32238193
2016-05-15,15987166.32443532
2016-05-22,15999743.326488705
2016-05-29,16012320.328542095
2016-06-05,16024897.330595482
2016-06-12,16037474.332648871
2016-06-19,16050051.334702257
2016-06-26,16062628.336755646
2016-07-03,16075205.338809034
2016-07-10,16087782.340862423
2016-07-17,16100359.342915813
2016-07-24,16112936.3449692
2016-07-31,16125513.347022587
2016-08-07,16138090.349075975
2016-08-14,16150667.351129364
2016-08-21,16163244.353182752
2016-08-28,16175821.35523614
2016-09-04,16188398.357289527
2016-09-11,16200975.359342916
2016-09-18,16213552.361396303
2016-09-25,16226129.363449693
2016-10-02,16238706.365503082
2016-10-09,16251283.367556468
2016-10-16,16263860.369609857
2016-10-23,16276437.371663244
2016-10-30,16289014.373716634
2016-11-06,16301591.37577002
2016-11-13,16314168.377823409
2016-11-20,16326745.379876796
2016-11-27,16339322.381930185
2016-12-04,16351899.383983573
2016-12-11,16364476.38603696
2016-12-18,16377053.388090348
2016-12-25,16389630.390143737
2017-01-01,16402207.392197127
2017-01-08,16414784.394250512
2017-01-15,16427361.396303901
2017-01-22,16439938.398357289
2017-01-29,16452515.400410678
2017-02-05,16465092.402464066
2017-02-12,16477669.404517455
2017-02-19,16490246.40657084
2017-02-26,16502823.40862423
2017-03-05,16515400.410677617
2017-03-12,16527977.412731007
2017-03-19,16540554.414784392
2017-03-26,16553131.416837782
2017-04-02,16565708.418891171
2017-04-09,16578285.420944558
2017-04-16,16590862.422997948
2017-04-23,16603439.425051333
2017-04-30,16616016.427104723
2017-05-07,16628593.42915811
2017-05-14,16641170.4312115
2017-05-21,16653747.433264887
2017-05-28,16666324.435318274
2017-06-04,16678901.437371662
2017-06-11,16691478.439425051
2017-06-18,16704055.44147844
2017-06-25,16716632.443531828
2017-07-02,16729209.445585217
2017-07-09,16741786.447638603
2017-07-16,16754363.449691992
2017-07-23,16766940.45174538
2017-07-30,16779517.453798767
2017-08-06,16792094.455852155
2017-08-13,16804671.457905542
2017-08-20,16817248.459958933
2017-08-27,16829825.46201232
2017-09-03,16842402.46406571
2017-09-10,16854979.466119096
2017-09-17,16867556.468172483
2017-09-24,16880133.470225874
2017-10-01,16892710.47227926
2017-10-08,16905287.47433265
2017-10-15,16917864.476386037
2017-10-22,16930441.478439424
2017-10-29,16943018.48049281
2017-11-05,16955595.482546203
2017-11-12,16968172.48459959
2017-11-19,16980749.486652978
2017-11-26,16993326.488706365
2017-12-03,17005903.490759753
2017-12-10,17018480.492813144
2017-12-17,17031057.494866528
2017-12-24,17043634.49691992
2017-12-31,17056211.498973306
2018-01-07,17068788.501026694
2018-01-14,17081365.50308008
2018-01-21,17093942.505133472
2018-01-28,17106519.507186856
2018-02-04,17119096.509240247
2018-02-11,17131673.511293635
2018-02-18,17144250.513347022
2018-02-25,17156827.51540041
2018-03-04,17169404.517453797
2018-03-11,17181981.51950719
2018-03-18,17194558.521560576
2018-03-25,17207135.523613963
2018-04-01,17219712.52566735
2018-04-08,17232289.52772074
2018-04-15,17244866.529774126
2018-04-22,17257443.531827517
2018-04-29,17270020.533880904
2018-05-06,17282597.53593429
2018-05-13,17295174.53798768
2018-05-20,17307751.540041067
2018-05-27,17320328.542094458
2018-06-03,17332905.544147845
2018-06-10,17345482.546201233
2018-06-17,17358059.54825462
2018-06-24,17370636.550308008
2018-07-01,17383213.552361395
2018-07-08,17395790.554414783
2018-07-15,17408367.55646817
2018-07-22,17420944.55852156
2018-07-29,17433521.56057495
2018-08-05,17446098.562628336
2018-08-12,17458675.564681727
2018-08-19,17471252.56673511
2018-08-26,17483829.568788502
2018-09-02,17496406.57084189
2018-09-09,17508983.572895277
2018-09-16,17521560.574948665
2018-09-23,17534137.577002052
2018-09-30,17546714.57905544
2018-10-07,17559291.58110883
2018-10-14,17571868.58316222
2018-10-21,17584445.585215606
2018-10-28,17597022.587268993
2018-11-04,17609599.58932238
2018-11-11,17622176.591375772
2018-11-18,17634753.593429156
2018-11-25,17647330.595482547
2018-12-02,17659907.597535934
2018-12-09,17672484.59958932
2018-12-16,17685061.60164271
2018-12-23,17697638.6036961
2018-12-30,17710215.605749484
2019-01-06,17722792.607802875
2019-01-13,17735369.609856263
2019-01-20,17747946.61190965
2019-01-27,17760523.61396304
2019-02-03,17773100.616016425
2019-02-10,17785677.618069816
2019-02-17,17798254.620123204
2019-02-24,17810831.62217659
2019-03-03,17823408.62422998
2019-03-10,17835985.626283366
2019-03-17,17848562.628336754
2019-03-24,17861139.630390145
2019-03-31,17873716.632443532
2019-04-07,17886293.63449692
2019-04-14,17898870.636550307
2019-04-21,17911447.638603695
2019-04-28,17924024.640657086
2019-05-05,17936601.642710473
2019-05-12,17949178.64476386
2019-05-19,17961755.64681725
2019-05-26,17974332.648870636
2019-06-02,17986909.650924023
2019-06-09,17999486.652977414
2019-06-16,18012063.6550308
2019-06-23,18024640.65708419
2019-06-30,18037217.659137577
2019-07-07,18049794.661190964
2019-07-14,18062371.663244355
2019-07-21,18074948.66529774
2019-07-28,18087525.66735113
2019-08-04,18100102.669404518
2019-08-11,18112679.671457905
2019-08-18,18125256.673511293
2019-08-25,18137833.67556468
2019-09-01,18150410.677618068
2019-09-08,18162987.67967146
2019-09-15,18175564.681724846
2019-09-22,18188141.683778234
2019-09-29,18200718.68583162
2019-10-06,18213295.68788501
2019-10-13,18225872.6899384
2019-10-20,18238449.691991787
2019-10-27,18251026.694045175
2019-11-03,18263603.696098562
2019-11-10,18276180.69815195
2019-11-17,18288757.700205337
2019-11-24,18301334.70225873
2019-12-01,18313911.704312116
2019-12-08,18326488.706365503
2019-12-15,18339065.70841889
2019-12-22,18351642.71047228
2019-12-29,18364219.71252567
2020-01-05,18375513.347022586
2020-01-12,18382186.85831622
2020-01-19,18388475.359342914
2020-01-26,18394763.86036961
2020-02-02,18401052.361396305
2020-02-09,18407340.862423
2020-02-16,18413629.363449693
2020-02-23,18419917.864476386
2020-03-01,18426206.36550308
2020-03-08,18432494.866529774
2020-03-15,18438783.367556468
2020-03-22,18445071.86858316
2020-03-29,18451360.369609855
2020-04-05,18457648.87063655
2020-04-12,18463937.371663246
2020-04-19,18470225.87268994
2020-04-26,18476514.373716634
2020-05-03,18482802.874743324
2020-05-10,18489091.37577002
2020-05-17,18495379.876796715
2020-05-24,18501668.37782341
2020-05-31,18507956.878850102
2020-06-07,18514245.379876796
2020-06-14,18520533.88090349
2020-06-21,18526822.381930184
2020-06-28,18533110.88295688
2020-07-05,18539399.383983575
2020-07-12,18545687.88501027
2020-07-19,18551976.386036962
2020-07-26,18558264.887063656
2020-08-02,18564553.38809035
2020-08-09,18570841.889117043
2020-08-16,18577130.390143737
2020-08-23,18583418.89117043
2020-08-30,18589707.392197125
2020-09-06,18595995.89322382
2020-09-13,18602284.394250512
2020-09-20,18608572.895277206
2020-09-27,18614861.3963039
2020-10-04,18621149.897330593
2020-10-11,18627438.39835729
2020-10-18,18633726.899383985
2020-10-25,18640015.40041068
2020-11-01,18646303.901437372
2020-11-08,18652592.402464066
2020-11-15,18658880.90349076
2020-11-22,18665169.404517453
2020-11-29,18671457.90554415
2020-12-06,18677746.40657084
2020-12-13,18684034.907597534
2020-12-20,18690323.408624228
2020-12-27,18696611.909650926
2021-01-03,18702900.41067762
2021-01-10,18709188.911704313
2021-01-17,18715477.412731007
2021-01-24,18721765.9137577
2021-01-31,18728054.414784394
2021-02-07,18734342.915811088
2021-02-14,18740631.41683778
2021-02-21,18746919.917864475
2021-02-28,18753208.41889117
2021-03-07,18759496.919917863
2021-03-14,18765785.42094456
2021-03-21,18772073.921971254
2021-03-28,18778362.422997948
2021-04-04,18784650.92402464
2021-04-11,18790939.425051335
2021-04-18,18797227.92607803
2021-04-25,18803516.427104723
2021-05-02,18809804.928131416
2021-05-09,18816093.42915811
2021-05-16,18822381.930184804
2021-05-23,18828670.431211498
2021-05-30,18834958.932238195
2021-06-06,18841247.43326489
2021-06-13,18847535.93429158
2021-06-20,18853824.435318273
2021-06-27,18860112.93634497
2021-07-04,18866401.437371664
2021-07-11,18872689.938398357
2021-07-18,18878978.43942505
2021-07-25,18885266.940451745
2021-08-01,18891555.44147844
2021-08-08,18897843.942505132
2021-08-15,18904132.44353183
2021-08-22,18910420.944558524
2021-08-29,18916709.445585217
2021-09-05,18922997.94661191
2021-09-12,18929286.447638605
2021-09-19,18935574.9486653
2021-09-26,18941863.449691992
2021-10-03,18948151.950718686
2021-10-10,18954440.45174538
2021-10-17,18960728.952772073
2021-10-24,18967017.453798767
2021-10-31,18973305.95482546
2021-11-07,18979594.455852155
2021-11-14,18985882.95687885
2021-11-21,18992171.457905542
2021-11-28,18998459.95893224
2021-12-05,19004748.459958933
2021-12-12,19011036.960985627
2021-12-19,19017325.46201232
2021-12-26,19023613.963039014
2022-01-02,19029902.46406571
2022-01-09,19036190.965092402
2022-01-16,19042479.4661191
2022-01-23,19048767.96714579
2022-01-30,19055056.468172483
2022-02-06,19061344.969199177
2022-02-13,19067633.470225874
2022-02-20,19073921.971252568
2022-02-27,19080210.47227926
2022-03-06,19086498.97330595
2022-03-13,19092787.47433265
2022-03-20,19099075.975359343
2022-03-27,19105364.476386037
2022-04-03,19111652.97741273
2022-04-10,19117941.478439424
2022-04-17,19124229.979466118
2022-04-24,19130518.48049281
2022-05-01,19136806.98151951
2022-05-08,19143095.482546203
2022-05-15,19149383.983572897
2022-05-22,19155672.48459959
2022-05-29,19161960.985626284
2022-06-05,19168249.486652978
2022-06-12,19174537.98767967
2022-06-19,19180826.48870637
2022-06-26,19187114.98973306
2022-07-03,19193403.490759756
2022-07-10,19199691.991786446
2022-07-17,19205980.49281314
2022-07-24,19212268.993839834
2022-07-31,19218557.494866528
2022-08-07,19224845.99589322
2022-08-14,19231134.49691992
2022-08-21,19237422.997946613
2022-08-28,19243711.498973306
2022-09-04,19250000.0
2022-09-11,19256288.501026694
2022-09-18,19262577.002053387
2022-09-25,19268865.50308008
2022-10-02,19275154.00410678
2022-10-09,19281442.505133472
2022-10-16,19287731.006160166
2022-10-23,19294019.50718686
2022-10-30,19300308.008213554
2022-11-06,19306596.509240244
2022-11-13,19312885.01026694
2022-11-20,19319173.51129363
2022-11-27,19325462.01232033
2022-12-04,19331750.513347022
2022-12-11,19338039.014373716
2022-12-18,19344327.51540041
2022-12-25,19350616.016427103
2023-01-01,19356904.517453797
2023-01-08,19363193.01848049
2023-01-15,19369481.51950719
2023-01-22,19375770.020533882
2023-01-29,19382058.521560576
2023-02-05,19388347.02258727
2023-02-12,19394635.523613963
2023-02-19,19400924.024640657
2023-02-26,19407212.52566735
2023-03-05,19413501.02669405
2023-03-12,19419789.527720742
2023-03-19,19426078.028747432
2023-03-26,19432366.52977413
2023-04-02,19438655.03080082
2023-04-09,19444943.531827517
2023-04-16,19451232.032854207
2023-04-23,19457520.5338809
2023-04-30,19463809.034907598
2023-05-07,19470097.53593429
2023-05-14,19476386.036960986
2023-05-21,19482674.53798768
2023-05-28,19488963.039014373
2023-06-04,19495251.540041067
2023-06-11,19501540.04106776
2023-06-18,19507828.542094458
2023-06-25,19514117.04312115
2023-07-02,19520405.544147845
2023-07-09,19526694.04517454
2023-07-16,19532982.546201233
2023-07-23,19539271.047227927
2023-07-30,19545559.54825462
2023-08-06,19551848.049281318
2023-08-13,19558136.550308008
2023-08-20,19564425.051334705
2023-08-27,19570713.552361395
2023-09-03,19577002.05338809
2023-09-10,19583290.554414783
2023-09-17,19589579.055441476
2023-09-24,19595867.55646817
2023-10-01,19602156.057494868
2023-10-08,19608444.55852156
2023-10-15,19614733.059548255
2023-10-22,19621021.56057495
2023-10-29,19627310.061601643
2023-11-05,19633598.562628336
2023-11-12,19639887.06365503
2023-11-19,19646175.564681727
2023-11-26,19652464.06570842
2023-12-03,19658752.566735115
2023-12-10,19665041.06776181
2023-12-17,19671329.568788502
2023-12-24,19677618.069815192
2023-12-31,19683906.57084189
2024-01-07,19688847.53593429
2024-01-14,19691991.78644764
2024-01-21,19695136.036960986
2024-01-28,19698280.287474334
2024-02-04,19701424.53798768
2024-02-11,19704568.788501028
2024-02-18,19707713.039014373
2024-02-25,19710857.28952772
2024-03-03,19714001.540041067
2024-03-10,19717145.79055441
2024-03-17,19720290.04106776
2024-03-24,19723434.291581113
2024-03-31,19726578.542094458
2024-04-07,19729722.792607803
2024-04-14,19732867.04312115
2024-04-21,19736011.293634497
2024-04-28,19739155.544147845
2024-05-05,19742299.79466119
2024-05-12,19745444.04517454
2024-05-19,19748588.295687884
2024-05-26,19751732.546201233
2024-06-02,19754876.796714578
2024-06-09,19758021.047227927
2024-06-16,19761165.29774127
2024-06-23,19764309.54825462
2024-06-30,19767453.798767965
2024-07-07,19770598.049281318
2024-07-14,19773742.299794663
2024-07-21,19776886.550308008
2024-07-28,19780030.800821356
2024-08-04,19783175.051334705
2024-08-11,19786319.30184805
2024-08-18,19789463.552361395
2024-08-25,19792607.802874744
2024-09-01,19795752.05338809
2024-09-08,19798896.303901438
2024-09-15,19802040.554414783
2024-09-22,19805184.80492813
2024-09-29,19808329.055441476
2024-10-06,19811473.305954825
2024-10-13,19814617.55646817
2024-10-20,19817761.806981523
2024-10-27,19820906.057494868
2024-11-03,19824050.308008216
2024-11-10,19827194.55852156
2024-11-17,19830338.80903491
2024-11-24,19833483.059548255
2024-12-01,19836627.3100616
2024-12-08,19839771.56057495
2024-12-15,19842915.811088298
2024-12-22,19846060.061601643
2024-12-29,19849204.312114988
2025-01-05,19852348.562628336
2025-01-12,19855492.81314168
2025-01-19,19858637.06365503
2025-01-26,19861781.314168375
2025-02-02,19864925.564681727
2025-02-09,19868069.815195072
2025-02-16,19871214.06570842
2025-02-23,19874358.316221766
2025-03-02,19877502.566735115
2025-03-09,19880646.81724846
2025-03-16,19883791.06776181
2025-03-23,19886935.318275154
2025-03-30,19890079.568788502
2025-04-06,19893223.819301847
2025-04-13,19896368.069815192
2025-04-20,19899512.32032854
2025-04-27,19902656.57084189
2025-05-04,19905800.821355235
2025-05-11,19908945.07186858
2025-05-18,19912089.322381932
2025-05-25,19915233.572895277
2025-06-01,19918377.823408626
2025-06-08,19921522.07392197
2025-06-15,19924666.32443532
2025-06-22,19927810.574948665
2025-06-29,19930954.825462013
2025-07-06,19934099.07597536
2025-07-13,19937243.326488707
2025-07-20,19940387.577002052
2025-07-27,19943531.8275154
2025-08-03,19946676.078028746
2025-08-10,19949820.328542095
2025-08-17,19952964.57905544
2025-08-24,19956108.829568785
2025-08-31,19959253.080082137
2025-09-07,19962397.330595482
2025-09-14,19965541.58110883
2025-09-21,19968685.831622176
2025-09-28,19971830.082135525
2025-10-05,19974974.33264887
2025-10-12,19978118.58316222
2025-10-19,19981262.833675563
2025-10-26,19984407.084188912
2025-11-02,19987551.334702257
2025-11-09,19990695.585215606
2025-11-16,19993839.83572895
2025-11-23,19996984.0862423
2025-11-30,20000128.336755645
2025-12-07,20003272.587268997
2025-12-14,20006416.837782342
2025-12-21,20009561.08829569
2025-12-28,20012705.338809036
2026-01-04,20015849.58932238
2026-01-11,20018993.83983573
2026-01-18,20022138.090349074
2026-01-25,20025282.340862423
2026-02-01,20028426.59137577
2026-02-08,20031570.841889117
2026-02-15,20034715.092402466
2026-02-22,20037859.34291581
2026-03-01,20041003.593429156
2026-03-08,20044147.843942504
2026-03-15,20047292.09445585
2026-03-22,20050436.3449692
2026-03-29,20053580.595482547
2026-04-05,20056724.845995896
2026-04-12,20059869.09650924
2026-04-19,20063013.347022586
2026-04-26,20066157.597535934
2026-05-03,20069301.848049283
2026-05-10,20072446.098562628
2026-05-17,20075590.349075977
2026-05-24,20078734.59958932
2026-05-31,20081878.85010267
2026-06-07,20085023.100616015
2026-06-14,20088167.35112936
2026-06-21,20091311.60164271
2026-06-28,20094455.85215606
2026-07-05,20097600.102669407
2026-07-12,20100744.35318275
2026-07-19,20103888.6036961
2026-07-26,20107032.854209445
2026-08-02,20110177.104722794
2026-08-09,20113321.35523614
2026-08-16,20116465.605749488
2026-08-23,20119609.856262833
2026-08-30,20122754.10677618
2026-09-06,20125898.357289527
2026-09-13,20129042.607802875
2026-09-20,20132186.85831622
2026-09-27,20135331.10882957
2026-10-04,20138475.359342914
2026-10-11,20141619.609856267
2026-10-18,20144763.86036961
2026-10-25,20147908.110882957
