,COM,IND,CPI,COM_CPI,IND_CPI
2001-01-01,7.199354838709677,5.251129032258064,175.1,0.04111567583500673,0.029989314861553765
2001-02-01,7.401774193548388,5.331935483870968,175.8,0.042103379940548274,0.03032955337810562
2001-03-01,7.53,5.390483870967741,176.2,0.04273552780930761,0.030592984511735196
2001-04-01,7.591612903225807,5.404354838709677,176.9,0.04291471398092598,0.03055033826291508
2001-05-01,7.684032258064517,5.440161290322581,177.7,0.043241599651460426,0.030614301014758476
2001-06-01,7.9437096774193545,5.653548387096774,178.0,0.04462758245741211,0.03176150779267851
2001-07-01,8.174354838709677,5.834354838709678,177.5,0.046052703316674236,0.03286960472512494
2001-08-01,8.009193548387097,5.816935483870967,177.5,0.04512221717401182,0.03277146751476601
2001-09-01,7.920566037735849,5.5754716981132075,178.3,0.04442269230362226,0.031270172171134085
2001-10-01,7.83625,5.343928571428571,177.7,0.04409819921215532,0.030072755044617736
2001-11-01,7.444,5.158,177.4,0.041961668545659525,0.029075535512965052
2001-12-01,7.527903225806452,5.1974193548387095,176.7,0.04260273472442814,0.02941380506416927
2002-01-01,7.274516129032258,5.180645161290323,177.1,0.04107575453999016,0.029252654778601485
2002-02-01,7.414677419354838,5.0811290322580644,177.8,0.04170234769040966,0.028577778584128594
2002-03-01,7.35983870967742,5.118064516129032,178.8,0.04116240889081331,0.02862452190228765
2002-04-01,7.441451612903226,5.123064516129032,179.8,0.04138738383149736,0.028493128565789946
2002-05-01,7.62728813559322,5.270333333333334,179.8,0.04242095737259855,0.02931219873934001
2002-06-01,7.8355,5.454,179.9,0.04355475264035575,0.030316842690383546
2002-07-01,7.875967741935484,5.663064516129032,180.1,0.043731081298919956,0.031444000644803065
2002-08-01,7.808709677419355,5.508709677419355,180.7,0.043213667279575846,0.03048538836424657
2002-09-01,7.735,5.456612903225807,181.0,0.042734806629834254,0.03014703261450722
2002-10-01,7.628627450980392,5.323137254901961,181.3,0.04207737148913619,0.029360933562614235
2002-11-01,7.4598387096774195,5.241290322580645,181.3,0.04114638008647225,0.028909488817322918
2002-12-01,7.352096774193548,5.235645161290323,180.9,0.0406417732127891,0.02894220653007365
2003-01-01,7.242741935483871,5.409032258064516,181.7,0.03986099028884905,0.02976902728709145
2003-02-01,7.441129032258065,5.44758064516129,183.1,0.04063969979387256,0.029751942354785857
2003-03-01,7.608387096774194,5.497258064516129,184.2,0.041305033098665546,0.029843963433855206
2003-04-01,7.675806451612904,5.464516129032258,183.8,0.04176173259854681,0.029730773280915442
2003-05-01,7.823870967741935,5.554516129032258,183.5,0.042636899006768036,0.030269842665025932
2003-06-01,8.067580645161291,5.729516129032258,183.7,0.04391715103517306,0.031189527104149475
2003-07-01,8.123548387096774,5.916290322580645,183.9,0.044173726955393004,0.03217123612061253
2003-08-01,8.131612903225808,5.9312903225806455,184.6,0.044049907384755185,0.03213050012232203
2003-09-01,7.945967741935483,5.711612903225807,185.2,0.042904793422977774,0.030840242458022717
2003-10-01,7.856612903225806,5.541935483870968,185.0,0.04246817785527463,0.02995640802092415
2003-11-01,7.6654838709677415,5.329516129032259,184.5,0.0415473380540257,0.02888626628201766
2003-12-01,7.550645161290323,5.369193548387097,184.3,0.04096931720721824,0.029132900425323367
2004-01-01,7.505967741935484,5.4840322580645156,185.2,0.04052898348777259,0.029611405281125897
2004-02-01,7.733870967741935,5.5479032258064525,186.2,0.04153528983749697,0.029795398634835945
2004-03-01,7.7212903225806455,5.570967741935483,187.4,0.04120218955485937,0.029727682721107165
2004-04-01,7.755322580645161,5.5566129032258065,188.0,0.04125171585449554,0.029556451612903226
2004-05-01,7.910645161290322,5.666935483870968,189.1,0.04183313147165691,0.029967929581549275
2004-06-01,8.249677419354839,5.9191935483870965,189.7,0.04348802013365756,0.03120291801996361
2004-07-01,8.324354838709677,6.063064516129033,189.4,0.04395118711039956,0.03201195626256089
2004-08-01,8.381451612903225,6.066774193548387,189.5,0.04422929611030726,0.03201463954379096
2004-09-01,8.245806451612903,5.8704838709677425,189.9,0.0434218349216056,0.030913553822894905
2004-10-01,8.039677419354838,5.714516129032258,190.9,0.04211460146335693,0.02993460518089187
2004-11-01,7.9232258064516135,5.573225806451613,191.0,0.04148285762540112,0.029179192703935146
2004-12-01,7.82983870967742,5.663064516129032,190.3,0.0411447120844846,0.029758615428949194
2005-01-01,7.9437096774193545,5.8590322580645156,190.7,0.04165553055804591,0.030723818867669197
2005-02-01,8.136612903225807,5.915967741935484,191.8,0.04242238218574456,0.030844461636785628
2005-03-01,8.049032258064516,5.978387096774194,193.3,0.04164010480116149,0.030928024297848904
2005-04-01,8.15241935483871,5.913870967741936,194.6,0.041893213539767264,0.03038988164307264
2005-05-01,8.349516129032258,6.1006451612903225,194.4,0.042950185848931365,0.031381919553962564
2005-06-01,8.684032258064516,6.482903225806451,194.5,0.04464798076125715,0.03333112198358073
2005-07-01,8.720806451612903,6.7337096774193546,195.4,0.04463053455277842,0.03446115495096906
2005-08-01,8.79209677419355,6.853064516129032,196.4,0.04476627685434597,0.03489340384994415
2005-09-01,8.969032258064518,6.77241935483871,198.8,0.04511585642889596,0.03406649574868566
2005-10-01,8.741129032258065,6.698870967741935,199.2,0.04388116984065294,0.03362887031998964
2005-11-01,8.785967741935485,6.5600000000000005,197.6,0.04446339950372209,0.033198380566801626
2005-12-01,8.76516129032258,6.795967741935483,196.8,0.04453842119066351,0.03453235641227379
2006-01-01,8.796451612903226,6.671129032258064,198.3,0.04435931221837229,0.03364159875067102
2006-02-01,9.092258064516129,6.859516129032259,198.7,0.04575872201568258,0.034521973472734065
2006-03-01,8.980322580645161,6.814838709677419,199.8,0.044946559462688496,0.03410830185023733
2006-04-01,9.092419354838709,6.793387096774193,201.5,0.04512366925478267,0.03371407988473545
2006-05-01,9.190645161290323,6.853870967741935,202.5,0.045385902031063324,0.033846276383910794
2006-06-01,9.701612903225806,7.4191935483870965,202.9,0.04781475063196553,0.03656576416159239
2006-07-01,9.65532258064516,7.570322580645161,203.5,0.04744630260759292,0.03720060236189268
2006-08-01,9.726451612903226,7.539354838709677,203.9,0.04770206774351753,0.036975747124618326
2006-09-01,9.629516129032258,7.246774193548387,202.9,0.04745941906866563,0.0357159891254233
2006-10-01,9.340967741935483,7.0808064516129035,201.8,0.04628824450909555,0.03508823811502925
2006-11-01,9.08532258064516,6.9353225806451615,201.5,0.04508844953173777,0.034418474345633554
2006-12-01,9.01741935483871,6.954354838709678,201.8,0.04468493238274881,0.03446161961699543
2007-01-01,9.087096774193547,6.987258064516129,202.416,0.044893174325120286,0.034519297212256585
2007-02-01,9.27741935483871,6.995161290322581,203.499,0.04558950832602966,0.034374425870999765
2007-03-01,9.244193548387097,7.083709677419355,205.352,0.045016330731558966,0.03449545014131518
2007-04-01,9.312096774193549,6.9437096774193545,206.686,0.0450543180195734,0.03359545241293244
2007-05-01,9.422903225806452,7.017903225806452,207.949,0.04531352988380061,0.03374819415244339
2007-06-01,9.759032258064515,7.380806451612903,208.352,0.04683915805014838,0.03542469691489836
2007-07-01,9.898870967741935,7.599193548387096,208.299,0.04752241233871471,0.03648214128914251
2007-08-01,9.869516129032258,7.7417741935483875,207.917,0.04746853854678674,0.03723492640596193
2007-09-01,9.723870967741936,7.34,208.49,0.04663950773534431,0.03520552544486546
2007-10-01,9.674354838709677,7.4279032258064515,208.936,0.04630295802882067,0.035551093281227034
2007-11-01,9.506774193548386,7.25,210.177,0.045232228995315316,0.03449473538969535
2007-12-01,9.480483870967742,7.375967741935484,210.036,0.04513742344630321,0.03511763574785029
2008-01-01,9.972142857142856,7.809583333333333,211.08,0.047243428354855295,0.03699821552649864
2008-02-01,9.693235294117647,8.255,211.693,0.04578911581449385,0.038995148635051706
2008-03-01,9.754754098360655,7.64016393442623,213.528,0.045683723438428005,0.03578061862812479
2008-04-01,9.933387096774194,7.675000000000001,214.823,0.04623986769002478,0.0357270869506524
2008-05-01,10.321290322580644,7.938709677419355,216.632,0.04764434766138264,0.03664606188106722
2008-06-01,10.828709677419354,8.411451612903226,218.815,0.04948796781490919,0.038440927783302
2008-07-01,11.055483870967743,8.812903225806451,219.964,0.0502604238464828,0.040065207151199524
2008-08-01,11.098225806451614,8.70758064516129,219.086,0.050656937487797545,0.03974503457619971
2008-09-01,10.848870967741936,8.530806451612902,218.783,0.04958735810251225,0.03899209011492165
2008-10-01,10.61516129032258,8.265161290322581,216.573,0.049014241342746234,0.03816339659293901
2008-11-01,10.383064516129032,7.990483870967743,212.425,0.048878731392863514,0.03761555311741905
2008-12-01,10.089516129032257,7.78483870967742,210.228,0.047993207988623096,0.03703045602715822
2009-01-01,10.45342857142857,8.015555555555556,211.143,0.04950876217269135,0.037962686688905414
2009-02-01,10.099117647058824,7.2012820512820515,212.193,0.04759401887460389,0.033937415707785135
2009-03-01,9.983387096774194,7.625,212.709,0.04693448371612952,0.03584709626767085
2009-04-01,9.908392857142857,7.473103448275862,213.24,0.04646592035801377,0.035045504822152795
2009-05-01,10.234117647058824,7.408333333333333,213.856,0.047855181276460906,0.03464169035862138
2009-06-01,10.763157894736842,7.520238095238096,215.693,0.0499003578917111,0.03486547127277239
2009-07-01,10.436612903225807,7.921451612903225,215.351,0.048463266496212264,0.036783909120009776
2009-08-01,10.408064516129032,7.987258064516129,215.834,0.048222543788879565,0.037006486765366574
2009-09-01,10.345161290322581,7.818870967741935,215.969,0.047901139933613536,0.03620367259996544
2009-10-01,10.183387096774194,7.675000000000001,216.177,0.04710670930198029,0.03550331441365178
2009-11-01,9.979354838709678,7.429193548387097,216.33,0.0461302400901848,0.03434194771130725
2009-12-01,9.876935483870968,7.5280645161290325,215.949,0.04573735226313142,0.03486038146103493
2010-01-01,9.905625,7.803541666666667,216.687,0.04571397914964903,0.03601296647545384
2010-02-01,10.091129032258063,7.625806451612903,216.741,0.04655846855121118,0.035183958972289056
2010-03-01,10.138387096774194,7.549354838709678,217.631,0.04658521578623539,0.034688784404380245
2010-04-01,10.308205128205127,7.969499999999999,218.009,0.04728339255812892,0.03655583026388819
2010-05-01,10.505636363636363,7.803508771929825,218.178,0.048151675987663116,0.03576670778873133
2010-06-01,10.512884615384614,7.954423076923077,217.965,0.048231985022295386,0.03649403838654407
2010-07-01,10.761224489795918,8.29469387755102,218.011,0.04936092440196099,0.038047134674631194
2010-08-01,10.709999999999999,8.19774193548387,218.312,0.049058228590274464,0.03755057869234797
2010-09-01,10.734418604651163,8.1,218.439,0.04914149306969526,0.03708129042890693
