,total_bitcoins
2010-10-03,4145300.0
2010-10-10,4203900.0
2010-10-17,4262625.0
2010-10-24,4336641.666666667
2010-10-31,4410475.0
2010-11-07,4484175.0
2010-11-14,4557584.375
2010-11-21,4617000.0
2010-11-28,4676079.166666666
2010-12-05,4749989.583333333
2010-12-12,4823965.625
2010-12-19,4883275.0
2010-12-26,4942848.958333334
2011-01-02,5001775.0
2011-01-09,5060650.0
2011-01-16,5119425.0
2011-01-23,5178359.375
2011-01-30,5237250.0
2011-02-06,5295975.0
2011-02-13,5354675.0
2011-02-20,5427825.0
2011-02-27,5515836.111111111
2011-03-06,5588900.0
2011-03-13,5647425.0
2011-03-20,5691375.0
2011-03-27,5735450.0
2011-04-03,5794300.0
2011-04-10,5854050.0
2011-04-17,5912700.0
2011-04-24,5971175.0
2011-05-01,6029525.0
2011-05-08,6102599.305555556
2011-05-15,6175925.0
2011-05-22,6248891.666666667
2011-05-29,6336575.0
2011-06-05,6409650.0
2011-06-12,6482541.666666667
2011-06-19,6555450.0
2011-06-26,6628391.666666667
2011-07-03,6701300.0
2011-07-10,6759575.0
2011-07-17,6817875.0
2011-07-24,6876175.0
2011-07-31,6934608.333333334
2011-08-07,6978875.0
2011-08-14,7023450.0
2011-08-21,7083334.375
2011-08-28,7128397.916666667
2011-09-04,7172477.083333334
2011-09-11,7232025.0
2011-09-18,7277275.0
2011-09-25,7321747.916666666
2011-10-02,7366125.0
2011-10-09,7410945.833333334
2011-10-16,7455675.0
2011-10-23,7500172.916666666
2011-10-30,7544275.0
2011-11-06,7588595.833333334
2011-11-13,7634431.25
2011-11-20,7679216.666666666
2011-11-27,7724275.0
2011-12-04,7769847.916666666
2011-12-11,7833070.833333334
2011-12-18,7877902.083333333
2011-12-25,7923875.0
2012-01-01,7986325.0
2012-01-08,8047932.291666666
2012-01-15,8094875.0
2012-01-22,8142087.5
2012-01-29,8203788.541666666
2012-02-05,8249429.166666667
2012-02-12,8294720.833333334
2012-02-19,8354726.041666666
2012-02-26,8415239.583333332
2012-03-04,8461077.083333334
2012-03-11,8506559.375
2012-03-18,8568667.708333332
2012-03-25,8615650.0
2012-04-01,8662782.291666668
2012-04-08,8724998.958333334
2012-04-15,8771502.083333334
2012-04-22,8817987.5
2012-04-29,8865125.0
2012-05-06,8911656.25
2012-05-13,8972900.0
2012-05-20,9018925.0
2012-05-27,9063491.666666668
2012-06-03,9124202.083333332
2012-06-10,9170491.666666666
2012-06-17,9217015.625
2012-06-24,9279506.25
2012-07-01,9325300.0
2012-07-08,9370843.75
2012-07-15,9432879.166666668
2012-07-22,9495378.125
2012-07-29,9542775.0
2012-08-05,9590983.333333334
2012-08-12,9653529.166666668
2012-08-19,9716361.458333332
2012-08-26,9763547.916666666
2012-09-02,9810950.0
2012-09-09,9874515.625
2012-09-16,9922693.75
2012-09-23,9971707.291666668
2012-09-30,10036717.708333334
2012-10-07,10086260.416666666
2012-10-14,10135095.833333332
2012-10-21,10199342.708333332
2012-10-28,10247462.5
2012-11-04,10297353.125
2012-11-11,10347020.833333334
2012-11-18,10395055.208333332
2012-11-25,10459425.0
2012-12-02,10503562.5
2012-12-09,10527692.1875
2012-12-16,10551577.083333334
2012-12-23,10574167.1875
2012-12-30,10597446.875
2013-01-06,10620452.604166668
2013-01-13,10650888.020833332
2013-01-20,10673512.5
2013-01-27,10696450.520833334
2013-02-03,10727187.5
2013-02-10,10750327.083333334
2013-02-17,10773153.125
2013-02-24,10803355.729166668
2013-03-03,10833447.916666668
2013-03-10,10863337.5
2013-03-17,10893126.5625
2013-03-24,10930607.986111112
2013-03-31,10960312.5
2013-04-07,10982564.583333332
2013-04-14,11012262.5
2013-04-21,11041777.604166668
2013-04-28,11071362.5
2013-05-05,11100806.770833332
2013-05-12,11130312.5
2013-05-19,11159900.0
2013-05-26,11189352.083333332
2013-06-02,11218868.229166666
2013-06-09,11248699.479166668
2013-06-16,11278475.0
2013-06-23,11307937.5
2013-06-30,11337250.0
2013-07-07,11366687.5
2013-07-14,11396192.1875
2013-07-21,11425737.5
2013-07-28,11455612.5
2013-08-04,11485362.5
2013-08-11,11522425.0
2013-08-18,11559812.5
2013-08-25,11589862.5
2013-09-01,11619625.0
2013-09-08,11649175.0
2013-09-15,11686541.666666666
2013-09-22,11723875.0
2013-09-29,11753987.5
2013-10-06,11784439.583333332
2013-10-13,11814776.041666668
2013-10-20,11853329.166666666
2013-10-27,11891500.0
2013-11-03,11929412.5
2013-11-10,11959512.5
2013-11-17,11982294.791666668
2013-11-24,12013050.0
2013-12-01,12043627.083333334
2013-12-08,12074541.145833332
2013-12-15,12105554.166666666
2013-12-22,12144403.125
2013-12-29,12182788.020833332
2014-01-05,12206016.666666666
2014-01-12,12236940.972222222
2014-01-19,12275329.166666668
2014-01-26,12306707.8125
2014-02-02,12330491.666666666
2014-02-09,12353829.166666668
2014-02-16,12385316.666666668
2014-02-23,12417248.4375
2014-03-02,12449680.729166666
2014-03-09,12482144.270833334
2014-03-16,12514483.854166668
2014-03-23,12538179.166666666
2014-03-30,12562442.708333332
2014-04-06,12594374.479166666
2014-04-13,12626443.229166668
2014-04-20,12658898.4375
2014-04-27,12691690.104166668
2014-05-04,12716462.5
2014-05-11,12740562.5
2014-05-18,12772680.208333332
2014-05-25,12805169.270833332
2014-06-01,12828862.5
2014-06-08,12852067.1875
2014-06-15,12883509.375
2014-06-22,12915617.708333332
2014-06-29,12947297.916666668
2014-07-06,12978615.104166668
2014-07-13,13002189.583333334
2014-07-20,13025863.020833332
2014-07-27,13057250.520833332
2014-08-03,13081311.458333334
2014-08-10,13105182.291666668
2014-08-17,13136939.583333334
2014-08-24,13168842.708333334
2014-08-31,13200408.854166668
2014-09-07,13224236.458333334
2014-09-14,13248326.041666668
2014-09-21,13280085.9375
2014-09-28,13311842.1875
2014-10-05,13335137.5
2014-10-12,13358538.020833332
2014-10-19,13389745.3125
2014-10-26,13413237.5
2014-11-02,13436348.958333332
2014-11-09,13467545.833333334
2014-11-16,13498465.104166666
2014-11-23,13521462.5
2014-11-30,13544580.208333332
2014-12-07,13567885.416666666
2014-12-14,13591477.604166668
2014-12-21,13623061.458333332
2014-12-28,13646496.875
2015-01-04,13670022.395833332
2015-01-11,13701658.854166666
2015-01-18,13725032.291666666
2015-01-25,13748444.791666668
2015-02-01,13780076.041666666
2015-02-08,13803713.541666666
2015-02-15,13827283.333333332
2015-02-22,13858190.625
2015-03-01,13881523.958333334
2015-03-08,13905006.770833332
2015-03-15,13936233.333333332
2015-03-22,13959346.875
2015-03-29,13982331.770833334
2015-04-05,14013214.583333332
2015-04-12,14036655.208333334
2015-04-19,14059798.958333332
2015-04-26,14083037.5
2015-05-03,14105999.479166668
2015-05-10,14136949.479166666
2015-05-17,14160362.5
2015-05-24,14183595.833333334
2015-05-31,14206615.625
2015-06-07,14229528.125
2015-06-14,14260457.291666668
2015-06-21,14283937.5
2015-06-28,14306962.5
2015-07-05,14337763.541666668
2015-07-12,14360898.958333334
2015-07-19,14383659.375
2015-07-26,14414280.729166666
2015-08-02,14445531.770833332
2015-08-09,14468437.5
2015-08-16,14491294.270833332
2015-08-23,14522139.583333332
2015-08-30,14545335.416666666
2015-09-06,14568696.354166668
2015-09-13,14599535.416666668
2015-09-20,14622500.0
2015-09-27,14645645.3125
2015-10-04,14676727.604166668
2015-10-11,14699736.458333334
2015-10-18,14722702.604166668
2015-10-25,14753516.145833334
2015-11-01,14776837.5
2015-11-08,14799580.729166668
2015-11-15,14830171.354166668
2015-11-22,14860997.916666668
2015-11-29,14883712.5
2015-12-06,14906378.645833332
2015-12-13,14936900.0
2015-12-20,14967000.0
2015-12-27,14997157.291666668
2016-01-03,15027505.208333332
2016-01-10,15057492.1875
2016-01-17,15079912.5
2016-01-24,15101975.0
2016-01-31,15131687.5
2016-02-07,15161662.5
2016-02-14,15191654.166666668
2016-02-21,15221378.645833332
2016-02-28,15250962.5
2016-03-06,15273137.5
2016-03-13,15295125.0
2016-03-20,15324450.0
2016-03-27,15353837.5
2016-04-03,15375812.5
2016-04-10,15398041.666666668
2016-04-17,15427433.333333332
2016-04-24,15456805.208333332
2016-05-01,15486262.5
2016-05-08,15508387.5
2016-05-15,15530387.5
2016-05-22,15559775.0
2016-05-29,15589171.875
2016-06-05,15611237.5
2016-06-12,15633229.6875
2016-06-19,15662525.0
2016-06-26,15691944.791666668
2016-07-03,15721452.083333332
2016-07-10,15743662.5
2016-07-17,15757855.729166668
2016-07-24,15772490.885416668
2016-07-31,15783501.041666666
2016-08-07,15794475.0
2016-08-14,15809068.75
2016-08-21,15823687.5
2016-08-28,15834756.25
2016-09-04,15845775.0
2016-09-11,15860443.75
2016-09-18,15875137.5
2016-09-25,15889750.0
2016-10-02,15900731.25
2016-10-09,15911693.75
2016-10-16,15926337.5
2016-10-23,15940943.75
2016-10-30,15951881.25
2016-11-06,15962851.302083332
2016-11-13,15977450.0
2016-11-20,15992056.25
2016-11-27,16006693.75
2016-12-04,16017668.75
2016-12-11,16028650.0
2016-12-18,16043300.0
2016-12-25,16057975.0
2017-01-01,16072700.0
2017-01-08,16083668.75
2017-01-15,16094625.0
2017-01-22,16109318.75
2017-01-29,16123968.75
2017-02-05,16138618.75
2017-02-12,16153268.75
2017-02-19,16167943.75
2017-02-26,16178940.104166666
2017-03-05,16189962.5
2017-03-12,16204581.25
2017-03-19,16219268.75
2017-03-26,16233896.875
2017-04-02,16244893.75
2017-04-09,16255956.25
2017-04-16,16270700.0
2017-04-23,16285417.708333332
2017-04-30,16296456.25
2017-05-07,16307434.375
2017-05-14,16322075.0
2017-05-21,16336775.0
2017-05-28,16351443.75
2017-06-04,16366106.25
2017-06-11,16380731.25
2017-06-18,16391706.25
2017-06-25,16402687.5
2017-07-02,16417350.0
2017-07-09,16431989.0625
2017-07-16,16446637.5
2017-07-23,16461243.75
2017-07-30,16472250.0
2017-08-06,16483250.0
2017-08-13,16497900.0
2017-08-20,16512609.635416668
2017-08-27,16523593.75
2017-09-03,16534535.677083332
2017-09-10,16549181.25
2017-09-17,16563850.0
2017-09-24,16578468.75
2017-10-01,16593075.0
2017-10-08,16607727.864583332
2017-10-15,16618718.75
2017-10-22,16629681.25
2017-10-29,16644275.78125
2017-11-05,16658893.75
2017-11-12,16669868.75
2017-11-19,16680825.0
2017-11-26,16695487.5
2017-12-03,16710125.0
2017-12-10,16724768.229166668
2017-12-17,16739431.25
2017-12-24,16754062.5
2017-12-31,16768668.75
2018-01-07,16783300.0
2018-01-14,16797912.5
2018-01-21,16812543.75
2018-01-28,16827137.5
2018-02-04,16841781.25
2018-02-11,16852731.25
2018-02-18,16863708.854166664
2018-02-25,16878326.302083336
2018-03-04,16892950.0
2018-03-11,16907568.75
2018-03-18,16922212.5
2018-03-25,16933168.75
2018-04-01,16944145.833333336
2018-04-08,16958775.0
2018-04-15,16973381.25
2018-04-22,16987990.364583336
2018-04-29,16998943.75
2018-05-06,17009906.25
2018-05-13,17024562.5
2018-05-20,17039212.5
2018-05-27,17053831.25
2018-06-03,17068437.5
2018-06-10,17079393.75
2018-06-17,17090359.375
2018-06-24,17104987.5
2018-07-01,17119662.5
2018-07-08,17134300.0
2018-07-15,17145306.25
2018-07-22,17156287.5
2018-07-29,17170937.5
2018-08-05,17185550.0
2018-08-12,17200145.572916664
2018-08-19,17214746.614583336
2018-08-26,17225743.75
2018-09-02,17236698.958333336
2018-09-09,17251262.5
2018-09-16,17265856.25
2018-09-23,17280493.75
2018-09-30,17291481.25
2018-10-07,17302431.25
2018-10-14,17317062.5
2018-10-21,17328026.5625
2018-10-28,17338975.0
2018-11-04,17353575.0
2018-11-11,17364531.25
2018-11-18,17375481.25
2018-11-25,17390100.0
2018-12-02,17401043.75
2018-12-09,17408356.25
2018-12-16,17419306.25
2018-12-23,17433900.0
2018-12-30,17448518.75
2019-01-06,17463186.71875
2019-01-13,17474243.75
2019-01-20,17485193.75
2019-01-27,17499831.25
2019-02-03,17510818.75
2019-02-10,17521768.75
2019-02-17,17536393.75
2019-02-24,17551018.75
2019-03-03,17561968.75
2019-03-10,17572943.75
2019-03-17,17587567.447916664
2019-03-24,17602237.5
2019-03-31,17616868.75
2019-04-07,17627847.916666668
2019-04-14,17638793.75
2019-04-21,17653393.75
2019-04-28,17664406.25
2019-05-05,17675368.75
2019-05-12,17690012.5
2019-05-19,17704662.5
2019-05-26,17719237.5
2019-06-02,17730243.75
2019-06-09,17741187.5
2019-06-16,17755807.552083336
2019-06-23,17770381.25
2019-06-30,17784981.25
2019-07-07,17799556.770833336
2019-07-14,17810531.25
2019-07-21,17821481.25
2019-07-28,17836081.25
2019-08-04,17850687.5
2019-08-11,17865325.0
2019-08-18,17879981.25
2019-08-25,17890968.75
2019-09-01,17901937.5
2019-09-08,17916568.75
2019-09-15,17931168.75
2019-09-22,17945781.25
2019-09-29,17960425.0
2019-10-06,17971406.25
2019-10-13,17982368.75
2019-10-20,17997025.0
2019-10-27,18011656.25
2019-11-03,18022593.75
2019-11-10,18033562.5
2019-11-17,18048143.75
2019-11-24,18059106.25
2019-12-01,18070077.864583336
2019-12-08,18084712.5
2019-12-15,18099293.75
2019-12-22,18110256.25
2019-12-29,18121212.239583336
2020-01-05,18135837.5
2020-01-12,18150462.5
2020-01-19,18165043.75
2020-01-26,18177343.75
2020-02-02,18188318.75
2020-02-09,18202900.78125
2020-02-16,18213881.25
2020-02-23,18224831.25
2020-03-01,18239422.395833336
2020-03-08,18254018.75
2020-03-15,18264968.75
2020-03-22,18275943.75
2020-03-29,18286881.25
2020-04-05,18297856.25
2020-04-12,18312437.5
2020-04-19,18327025.0
2020-04-26,18341625.0
2020-05-03,18352585.416666668
2020-05-10,18363618.75
2020-05-17,18376526.5625
2020-05-24,18382109.375
2020-05-31,18387581.25
2020-06-07,18394890.625
2020-06-14,18402193.75
2020-06-21,18407684.375
2020-06-28,18413162.5
2020-07-05,18420456.25
2020-07-12,18427768.619791664
2020-07-19,18435065.625
2020-07-26,18440528.125
2020-08-02,18446002.994791664
2020-08-09,18453281.25
2020-08-16,18460565.625
2020-08-23,18466040.625
2020-08-30,18471518.75
2020-09-06,18478818.75
2020-09-13,18486121.875
2020-09-20,18493409.375
2020-09-27,18498871.09375
2020-10-04,18504368.75
2020-10-11,18511678.125
2020-10-18,18518984.375
2020-10-25,18524471.875
2020-11-01,18528121.875
2020-11-08,18533600.0
2020-11-15,18540922.526041664
2020-11-22,18548221.875
2020-11-29,18555519.53125
2020-12-06,18560996.875
2020-12-13,18566468.75
2020-12-20,18573787.5
2020-12-27,18579265.625
2021-01-03,18584737.5
2021-01-10,18592053.125
2021-01-17,18599356.25
2021-01-24,18606662.5
2021-01-31,18613962.5
2021-02-07,18619434.375
2021-02-14,18624933.463541664
2021-02-21,18632253.125
2021-02-28,18637734.375
2021-03-07,18643212.5
2021-03-14,18650496.875
2021-03-21,18657781.25
2021-03-28,18665093.75
2021-04-04,18670571.875
2021-04-11,18676035.546875
2021-04-18,18683334.375
2021-04-25,18688828.125
2021-05-02,18694300.0
2021-05-09,18701603.125
2021-05-16,18708892.1875
2021-05-23,18714365.625
2021-05-30,18719821.875
2021-06-06,18725290.625
2021-06-13,18730765.625
2021-06-20,18736259.375
2021-06-27,18741718.75
2021-07-04,18747178.125
2021-07-11,18750821.875
2021-07-18,18756290.625
2021-07-25,18763581.510416664
2021-08-01,18770871.875
2021-08-08,18778165.625
2021-08-15,18785446.875
2021-08-22,18790915.625
2021-08-29,18796381.25
2021-09-05,18803671.875
2021-09-12,18810959.375
2021-09-19,18818259.375
2021-09-26,18823721.875
2021-10-03,18829187.5
2021-10-10,18836465.625
2021-10-17,18843750.0
2021-10-24,18851037.5
2021-10-31,18856509.375
2021-11-07,18861978.125
2021-11-14,18869259.375
2021-11-21,18876565.625
2021-11-28,18883859.375
2021-12-05,18889315.625
2021-12-12,18894778.125
2021-12-19,18902053.125
2021-12-26,18909346.875
2022-01-02,18914809.375
2022-01-09,18920271.875
2022-01-16,18927546.875
2022-01-23,18934834.375
2022-01-30,18942134.375
2022-02-06,18947596.875
2022-02-13,18953068.75
2022-02-20,18960356.25
2022-02-27,18967659.375
2022-03-06,18973128.125
2022-03-13,18978591.927083336
2022-03-20,18985887.5
2022-03-27,18993168.75
2022-04-03,18998634.375
2022-04-10,19004106.25
2022-04-17,19011396.875
2022-04-24,19018684.375
2022-05-01,19025976.692708336
2022-05-08,19031440.625
2022-05-15,19036903.125
2022-05-22,19044228.125
2022-05-29,19049715.625
2022-06-05,19055171.875
2022-06-12,19062465.625
2022-06-19,19069753.125
2022-06-26,19075221.875
2022-07-03,19080687.5
2022-07-10,19087971.875
2022-07-17,19093446.875
2022-07-24,19098918.75
2022-07-31,19106206.25
2022-08-07,19113493.75
2022-08-14,19118959.375
2022-08-21,19124418.75
2022-08-28,19131709.375
2022-09-04,19139000.0
2022-09-11,19146278.125
2022-09-18,19151740.625
2022-09-25,19157221.875
2022-10-02,19164534.375
2022-10-09,19171818.75
2022-10-16,19179128.125
2022-10-23,19184603.125
2022-10-30,19190059.375
2022-11-06,19197343.75
2022-11-13,19204625.0
2022-11-20,19210096.875
2022-11-27,19215568.75
2022-12-04,19221040.625
2022-12-11,19226509.375
2022-12-18,19233806.25
2022-12-25,19241106.25
2023-01-01,19246571.875
2023-01-08,19252046.875
2023-01-15,19259350.0
2023-01-22,19266634.375
2023-01-29,19273926.432291664
2023-02-05,19279384.375
2023-02-12,19284850.0
2023-02-19,19292153.125
2023-02-26,19299480.208333336
2023-03-05,19306778.125
2023-03-12,19312253.125
2023-03-19,19317712.5
2023-03-26,19325012.5
2023-04-02,19332306.25
2023-04-09,19339609.375
2023-04-16,19345084.375
2023-04-23,19350559.375
2023-04-30,19357843.75
2023-05-07,19363321.875
2023-05-14,19368778.125
2023-05-21,19376062.5
2023-05-28,19383346.875
2023-06-04,19390640.625
2023-06-11,19396115.625
2023-06-18,19401587.5
2023-06-25,19408878.125
2023-07-02,19416168.75
2023-07-09,19421646.875
2023-07-16,19427128.125
2023-07-23,19434418.75
2023-07-30,19441703.125
2023-08-06,19447190.625
2023-08-13,19452653.125
2023-08-20,19459946.875
2023-08-27,19467243.75
2023-09-03,19472703.125
2023-09-10,19478171.875
2023-09-17,19485453.125
2023-09-24,19492743.75
2023-10-01,19498209.375
2023-10-08,19503678.125
2023-10-15,19510969.140625
2023-10-22,19518293.75
2023-10-29,19525603.125
2023-11-05,19531084.375
2023-11-12,19536562.5
2023-11-19,19543884.375
2023-11-26,19551178.125
2023-12-03,19556640.625
2023-12-10,19562110.026041664
2023-12-17,19569415.625
2023-12-24,19576722.526041664
2023-12-31,19584026.822916664
2024-01-07,19589484.375
2024-01-14,19594953.125
2024-01-21,19602246.875
2024-01-28,19609550.0
2024-02-04,19615034.375
2024-02-11,19620512.5
2024-02-18,19627840.625
2024-02-25,19635181.25
2024-03-03,19640696.875
2024-03-10,19646153.125
2024-03-17,19653453.125
2024-03-24,19660753.125
2024-03-31,19666228.125
2024-04-07,19671868.75
2024-04-14,19679225.0
2024-04-21,19686325.78125
2024-04-28,19689767.1875
2024-05-05,19692503.125
2024-05-12,19696189.0625
2024-05-19,19698946.354166668
2024-05-26,19701707.8125
2024-06-02,19705371.158854164
2024-06-09,19709014.0625
2024-06-16,19711742.838541668
2024-06-23,19714485.611979164
2024-06-30,19718155.6640625
2024-07-07,19720898.4375
2024-07-14,19723646.875
2024-07-21,19727298.567708336
2024-07-28,19730963.932291664
2024-08-04,19734626.5625
2024-08-11,19737379.6875
2024-08-18,19740114.453125
2024-08-25,19743759.9609375
2024-09-01,19746501.5625
2024-09-08,19749285.9375
2024-09-15,19752961.458333336
2024-09-22,19756621.875
2024-09-29,19759368.619791668
2024-10-06,19762134.375
2024-10-13,19765795.3125
2024-10-20,19769440.625
2024-10-27,19772176.5625
2024-11-03,19774918.75
2024-11-10,19778578.125
2024-11-17,19782235.9375
2024-11-24,19785881.25
2024-12-01,19788617.1875
2024-12-08,19791356.25
2024-12-15,19795007.8125
2024-12-22,19798662.5
2024-12-29,19801414.0625
2025-01-05,19804148.4375
2025-01-12,19807800.390625
2025-01-19,19811448.4375
2025-01-26,19814185.9375
2025-02-02,19816929.6875
2025-02-09,19820585.9375
2025-02-16,19824258.723958336
2025-02-23,19826992.1875
2025-03-02,19829723.4375
2025-03-09,19833365.625
2025-03-16,19836101.5625
2025-03-23,19838845.3125
2025-03-30,19842491.2109375
2025-04-06,19846152.669270836
2025-04-13,19849840.364583336
2025-04-20,19852579.6875
2025-04-27,19855636.07472555
2025-05-04,19858692.4619511
2025-05-11,19861748.84917665
2025-05-18,19864805.236402195
2025-05-25,19867861.62362775
2025-06-01,19870918.010853294
2025-06-08,19873974.39807884
2025-06-15,19877030.785304394
2025-06-22,19880087.17252994
2025-06-29,19883143.559755493
2025-07-06,19886199.94698104
2025-07-13,19889256.33420659
2025-07-20,19892312.72143214
2025-07-27,19895369.108657688
2025-08-03,19898425.495883234
2025-08-10,19901481.883108787
2025-08-17,19904538.270334333
2025-08-24,19907594.65755988
2025-08-31,19910651.044785433
2025-09-07,19913707.43201098
2025-09-14,19916763.819236528
2025-09-21,19919820.206462078
2025-09-28,19922876.593687627
2025-10-05,19925932.980913173
2025-10-12,19928989.368138727
2025-10-19,19932045.755364273
2025-10-26,19935102.142589826
2025-11-02,19938158.529815372
2025-11-09,19941214.917040918
2025-11-16,19944271.30426647
2025-11-23,19947327.691492017
2025-11-30,19950384.078717567
2025-12-07,19953440.465943117
2025-12-14,19956496.853168666
2025-12-21,19959553.240394212
2025-12-28,19962609.627619762
2026-01-04,19965666.01484531
2026-01-11,19968722.40207086
2026-01-18,19971778.78929641
2026-01-25,19974835.176521957
2026-02-01,19977891.563747507
2026-02-08,19980947.950973056
2026-02-15,19984004.338198602
2026-02-22,19987060.725424152
2026-03-01,19990117.1126497
2026-03-08,19993173.49987525
2026-03-15,19996229.887100797
2026-03-22,19999286.27432635
2026-03-29,20002342.661551896
2026-04-05,20005399.04877745
2026-04-12,20008455.436002996
2026-04-19,20011511.823228545
2026-04-26,20014568.210454095
2026-05-03,20017624.59767964
2026-05-10,20020680.98490519
2026-05-17,20023737.37213074
2026-05-24,20026793.75935629
2026-05-31,20029850.146581836
2026-06-07,20032906.53380739
2026-06-14,20035962.921032935
2026-06-21,20039019.308258485
2026-06-28,20042075.695484035
2026-07-05,20045132.082709584
2026-07-12,20048188.46993513
2026-07-19,20051244.85716068
2026-07-26,20054301.24438623
2026-08-02,20057357.631611776
2026-08-09,20060414.01883733
2026-08-16,20063470.406062875
2026-08-23,20066526.79328843
2026-08-30,20069583.180513974
2026-09-06,20072639.56773952
2026-09-13,20075695.954965074
2026-09-20,20078752.34219062
2026-09-27,20081808.72941617
2026-10-04,20084865.11664172
2026-10-11,20087921.50386727
2026-10-18,20090977.891092815
2026-10-25,20094034.278318364
2026-11-01,20097090.665543914
2026-11-08,20100147.052769464
2026-11-15,20103203.439995013
2026-11-22,20106259.82722056
2026-11-29,20109316.21444611
2026-12-06,20112372.60167166
2026-12-13,20115428.988897208
2026-12-20,20118485.376122754
2026-12-27,20121541.763348307
2027-01-03,20124598.150573853
2027-01-10,20127654.5377994
2027-01-17,20130710.925024953
2027-01-24,20133767.3122505
2027-01-31,20136823.699476052
2027-02-07,20139880.086701598
2027-02-14,20142936.473927148
2027-02-21,20145992.861152697
2027-02-28,20149049.248378247
2027-03-07,20152105.635603793
2027-03-14,20155162.022829346
2027-03-21,20158218.410054892
2027-03-28,20161274.79728044
2027-04-04,20164331.18450599
2027-04-11,20167387.571731538
2027-04-18,20170443.958957087
2027-04-25,20173500.346182637
2027-05-02,20176556.733408187
2027-05-09,20179613.120633733
2027-05-16,20182669.507859286
2027-05-23,20185725.895084832
2027-05-30,20188782.282310385
2027-06-06,20191838.66953593
2027-06-13,20194895.056761477
2027-06-20,20197951.44398703
2027-06-27,20201007.831212576
2027-07-04,20204064.218438126
2027-07-11,20207120.605663676
2027-07-18,20210176.992889225
2027-07-25,20213233.38011477
2027-08-01,20216289.76734032
2027-08-08,20219346.15456587
2027-08-15,20222402.541791417
2027-08-22,20225458.92901697
2027-08-29,20228515.316242516
2027-09-05,20231571.703468066
2027-09-12,20234628.090693615
2027-09-19,20237684.47791916
2027-09-26,20240740.86514471
2027-10-03,20243797.25237026
2027-10-10,20246853.63959581
2027-10-17,20249910.026821356
2027-10-24,20252966.41404691
2027-10-31,20256022.801272456
2027-11-07,20259079.18849801
2027-11-14,20262135.575723555
2027-11-21,20265191.962949105
2027-11-28,20268248.350174654
2027-12-05,20271304.7374002
2027-12-12,20274361.12462575
2027-12-19,20277417.5118513
2027-12-26,20280473.89907685
2028-01-02,20283530.286302395
2028-01-09,20286586.67352795
2028-01-16,20289643.060753495
2028-01-23,20292699.44797904
2028-01-30,20295755.835204594
2028-02-06,20298812.22243014
2028-02-13,20301868.60965569
2028-02-20,20304924.99688124
2028-02-27,20307981.38410679
2028-03-05,20311037.771332335
2028-03-12,20314094.158557888
2028-03-19,20317150.545783434
2028-03-26,20320206.933008987
2028-04-02,20323263.320234533
2028-04-09,20326319.70746008
2028-04-16,20329376.094685633
2028-04-23,20332432.48191118
2028-04-30,20335488.86913673
2028-05-07,20338545.256362278
2028-05-14,20341601.643587828
2028-05-21,20344658.030813374
2028-05-28,20347714.418038923
2028-06-04,20350589.058900934
