timestamp,hash_rate,market_price,daily_transaction_fees
2009-01-17,5.36870912e-06,0.0,0.0
2009-01-18,5.02073723259259e-06,0.0,0.0
2009-01-19,5.91552208592593e-06,0.0,0.0
2009-01-20,5.76639127703704e-06,0.0,0.0
2009-01-21,5.61726046814815e-06,0.0,0.0
2009-01-22,3.72827022222222e-06,0.0,0.0
2009-01-23,3.33058806518518e-06,0.0,0.0
2009-01-24,9.8923436562963e-06,0.0,0.0
2009-01-25,9.64379230814815e-06,0.0,0.0
2009-01-26,5.76639127703704e-06,0.0,0.0
2009-01-27,5.12015777185185e-06,0.0,0.0
2009-01-28,5.12015777185185e-06,0.0,0.0
2009-01-29,6.06465289481481e-06,0.0,0.0
2009-01-30,6.01494262518519e-06,0.0,0.0
2009-01-31,6.41262478222222e-06,0.0,0.0
2009-02-01,5.76639127703704e-06,0.0,0.0
2009-02-02,6.31320424296296e-06,0.0,0.0
2009-02-03,6.76059666962963e-06,0.0,2.01
2009-02-04,6.11436316444444e-06,0.0,0.0
2009-02-05,6.01494262518519e-06,0.0,0.0
2009-02-06,6.41262478222222e-06,0.0,0.0
2009-02-07,6.26349397333333e-06,0.0,0.0
2009-02-08,6.66117613037037e-06,0.0,0.0
2009-02-09,6.36291451259259e-06,0.0,0.0
2009-02-10,6.31320424296296e-06,0.0,0.0
2009-02-11,6.51204532148148e-06,0.0,0.0
2009-02-12,5.8658118162963e-06,0.0,0.0
2009-02-13,6.16407343407407e-06,0.0,0.0
2009-02-14,7.00914801777778e-06,0.0,0.0
2009-02-15,6.06465289481481e-06,0.0,0.0
2009-02-16,6.11436316444444e-06,0.0,0.0
2009-02-17,5.8658118162963e-06,0.0,0.0
2009-02-18,6.16407343407407e-06,0.0,0.0
2009-02-19,5.81610154666667e-06,0.0,0.0
2009-02-20,6.36291451259259e-06,0.0,0.0
2009-02-21,5.46812965925926e-06,0.0,0.0
2009-02-22,6.01494262518519e-06,0.0,0.0
2009-02-23,5.31899885037037e-06,0.0,0.0
2009-02-24,5.51783992888889e-06,0.0,0.0
2009-02-25,5.31899885037037e-06,0.0,0.0
2009-02-26,4.77218588444444e-06,0.0,0.0
2009-02-27,6.11436316444444e-06,0.0,0.0
2009-02-28,5.07044750222222e-06,0.0,0.0
2009-03-01,5.26928858074074e-06,0.0,0.0
2009-03-02,5.16986804148148e-06,0.0,0.0
2009-03-03,5.26928858074074e-06,0.0,0.0
2009-03-04,5.26928858074074e-06,0.0,0.0
2009-03-05,5.26928858074074e-06,0.0,0.0
2009-03-06,5.8658118162963e-06,0.0,0.0
2009-03-07,5.51783992888889e-06,0.0,0.0
2009-03-08,5.56755019851852e-06,0.0,0.0
2009-03-09,5.61726046814815e-06,0.0,0.0
2009-03-10,5.21957831111111e-06,0.0,0.0
2009-03-11,5.36870912e-06,0.0,0.0
2009-03-12,5.8658118162963e-06,0.0,0.0
2009-03-13,5.66697073777778e-06,0.0,0.0
2009-03-14,5.76639127703704e-06,0.0,0.0
2009-03-15,5.51783992888889e-06,0.0,0.0
2009-03-16,6.46233505185185e-06,0.0,0.0
2009-03-17,5.71668100740741e-06,0.0,0.0
2009-03-18,5.46812965925926e-06,0.0,0.0
2009-03-19,6.06465289481481e-06,0.0,0.0
2009-03-20,5.8658118162963e-06,0.0,0.0
2009-03-21,3.82769076148148e-06,0.0,0.0
2009-03-22,4.72247561481482e-06,0.0,0.0
2009-03-23,6.56175559111111e-06,0.0,0.0
2009-03-24,5.21957831111111e-06,0.0,0.0
2009-03-25,5.76639127703704e-06,0.0,0.0
2009-03-26,5.61726046814815e-06,0.0,0.0
2009-03-27,5.46812965925926e-06,0.0,0.0
2009-03-28,5.91552208592593e-06,0.0,0.0
2009-03-29,5.56755019851852e-06,0.0,0.0
2009-03-30,6.2137837037037e-06,0.0,0.0
2009-03-31,5.61726046814815e-06,0.0,0.0
2009-04-01,5.31899885037037e-06,0.0,0.0
2009-04-02,5.96523235555556e-06,0.0,0.0
2009-04-03,5.61726046814815e-06,0.0,0.0
2009-04-04,5.61726046814815e-06,0.0,0.0
2009-04-05,6.41262478222222e-06,0.0,0.0
2009-04-06,5.71668100740741e-06,0.0,0.0
2009-04-07,4.92131669333333e-06,0.0,0.0
2009-04-08,5.16986804148148e-06,0.0,0.0
2009-04-09,4.92131669333333e-06,0.0,0.0
2009-04-10,5.12015777185185e-06,0.0,0.0
2009-04-11,6.06465289481481e-06,0.0,0.0
2009-04-12,5.71668100740741e-06,0.0,0.0
2009-04-13,5.71668100740741e-06,0.0,0.0
2009-04-14,6.31320424296296e-06,0.0,0.0
2009-04-15,5.56755019851852e-06,0.0,0.0
2009-04-16,6.11436316444444e-06,0.0,0.0
2009-04-17,5.71668100740741e-06,0.0,0.0
2009-04-18,6.06465289481481e-06,0.0,0.0
2009-04-19,5.91552208592593e-06,0.0,0.0
2009-04-20,5.81610154666667e-06,0.0,0.0
2009-04-21,6.11436316444444e-06,0.0,0.0
2009-04-22,6.01494262518519e-06,0.0,0.0
2009-04-23,3.97682157037037e-06,0.0,0.0
2009-04-24,5.61726046814815e-06,0.0,0.0
2009-04-25,6.06465289481481e-06,0.0,0.0
2009-04-26,5.41841938962963e-06,0.0,0.0
2009-04-27,5.21957831111111e-06,0.0,0.0
2009-04-28,5.81610154666667e-06,0.0,0.0
2009-04-29,6.11436316444444e-06,0.0,0.0
2009-04-30,6.56175559111111e-06,0.0,0.0
2009-05-01,6.11436316444444e-06,0.0,0.0
2009-05-02,6.11436316444444e-06,0.0,0.03
2009-05-03,5.66697073777778e-06,0.0,0.0
2009-05-04,6.06465289481481e-06,0.0,0.0
2009-05-05,6.56175559111111e-06,0.0,0.0
2009-05-06,6.81030693925926e-06,0.0,0.0
2009-05-07,6.01494262518519e-06,0.0,0.0
2009-05-08,6.06465289481481e-06,0.0,0.0
2009-05-09,4.5236345362963e-06,0.0,0.0
2009-05-10,3.08203671703704e-06,0.0,0.0
2009-05-11,5.91552208592593e-06,0.0,0.1
2009-05-12,6.31320424296296e-06,0.0,0.0
2009-05-13,5.71668100740741e-06,0.0,0.0
2009-05-14,6.61146586074074e-06,0.0,0.0
2009-05-15,7.10856855703704e-06,0.0,0.0
2009-05-16,5.66697073777778e-06,0.0,0.0
2009-05-17,6.2137837037037e-06,0.0,0.0
2009-05-18,6.16407343407407e-06,0.0,0.0
2009-05-19,4.97102696296296e-06,0.0,0.0
2009-05-20,5.16986804148148e-06,0.0,0.0
2009-05-21,4.42421399703704e-06,0.0,0.0
2009-05-22,4.12595237925926e-06,0.0,0.0
2009-05-23,3.47971887407407e-07,0.0,0.0
2009-05-24,4.77218588444444e-06,0.0,0.0
2009-05-25,5.56755019851852e-06,0.0,0.0
2009-05-26,5.61726046814815e-06,0.0,0.0
2009-05-27,6.2137837037037e-06,0.0,0.0
2009-05-28,5.12015777185185e-06,0.0,0.0
2009-05-29,5.31899885037037e-06,0.0,0.0
2009-05-30,5.12015777185185e-06,0.0,0.0
2009-05-31,5.8658118162963e-06,0.0,0.0
2009-06-01,3.62884968296296e-06,0.0,0.0
2009-06-02,4.42421399703704e-06,0.0,0.0
2009-06-03,4.8716064237037e-06,0.0,0.0
2009-06-04,1.93870051555556e-06,0.0,0.0
2009-06-05,2.83348536888889e-06,0.0,0.0
2009-06-06,1.19304647111111e-06,0.0,0.0
2009-06-07,1.98841078518519e-07,0.0,0.0
2009-06-08,3.57913941333333e-06,0.0,0.0
2009-06-09,4.67276534518518e-06,0.0,0.0
2009-06-10,4.12595237925926e-06,0.0,0.0
2009-06-11,4.62305507555556e-06,0.0,0.0
2009-06-12,4.5236345362963e-06,0.0,0.0
2009-06-13,3.67855995259259e-06,0.0,0.0
2009-06-14,3.47971887407407e-06,0.0,0.0
2009-06-15,4.07624210962963e-06,0.0,0.0
2009-06-16,3.62884968296296e-06,0.0,0.0
2009-06-17,3.82769076148148e-06,0.0,0.0
2009-06-18,4.02653184e-06,0.0,0.0
2009-06-19,4.32479345777778e-06,0.0,0.0
2009-06-20,4.17566264888889e-06,0.0,0.0
2009-06-21,3.72827022222222e-06,0.0,0.0
2009-06-22,3.97682157037037e-06,0.0,0.0
2009-06-23,3.77798049185185e-06,0.0,0.0
2009-06-24,4.22537291851852e-06,0.0,0.0
2009-06-25,3.67855995259259e-06,0.0,0.0
2009-06-26,4.42421399703704e-06,0.0,0.0
2009-06-27,4.22537291851852e-06,0.0,0.0
2009-06-28,2.53522375111111e-06,0.0,0.0
2009-06-29,3.77798049185185e-06,0.0,0.0
2009-06-30,4.32479345777778e-06,0.0,0.0
2009-07-01,4.12595237925926e-06,0.0,0.0
2009-07-02,3.57913941333333e-06,0.0,0.0
2009-07-03,4.12595237925926e-06,0.0,0.0
2009-07-04,4.42421399703704e-06,0.0,0.0
2009-07-05,3.97682157037037e-06,0.0,0.0
2009-07-06,4.5236345362963e-06,0.0,0.0
2009-07-07,3.13174698666667e-06,0.0,0.0
2009-07-08,3.92711130074074e-06,0.0,0.0
2009-07-09,4.02653184e-06,0.0,0.0
2009-07-10,4.07624210962963e-06,0.0,0.0
2009-07-11,4.17566264888889e-06,0.0,0.0
2009-07-12,3.77798049185185e-06,0.0,0.0
2009-07-13,3.77798049185185e-06,0.0,0.0
2009-07-14,3.57913941333333e-06,0.0,0.0
2009-07-15,2.28667240296296e-06,0.0,0.0
2009-07-16,3.43000860444444e-06,0.0,0.0
2009-07-17,3.23116752592593e-06,0.0,0.0
2009-07-18,1.49130808888889e-07,0.0,0.0
2009-07-19,2.58493402074074e-06,0.0,0.0
2009-07-20,3.72827022222222e-06,0.0,0.14
2009-07-21,3.67855995259259e-06,0.0,0.0
