timestamp,hash_rate,market_price,daily_transaction_fees
2009-01-18,5.02073723259259e-06,0.0,0.0
2009-01-25,9.64379230814815e-06,0.0,0.0
2009-02-01,5.76639127703704e-06,0.0,0.0
2009-02-08,6.66117613037037e-06,0.0,0.0
2009-02-15,6.06465289481481e-06,0.0,0.0
2009-02-22,6.01494262518519e-06,0.0,0.0
2009-03-01,5.26928858074074e-06,0.0,0.0
2009-03-08,5.56755019851852e-06,0.0,0.0
2009-03-15,5.51783992888889e-06,0.0,0.0
2009-03-22,4.72247561481482e-06,0.0,0.0
2009-03-29,5.56755019851852e-06,0.0,0.0
2009-04-05,6.41262478222222e-06,0.0,0.0
2009-04-12,5.71668100740741e-06,0.0,0.0
2009-04-19,5.91552208592593e-06,0.0,0.0
2009-04-26,5.41841938962963e-06,0.0,0.0
2009-05-03,5.66697073777778e-06,0.0,0.0
2009-05-10,3.08203671703704e-06,0.0,0.0
2009-05-17,6.2137837037037e-06,0.0,0.0
2009-05-24,4.77218588444444e-06,0.0,0.0
2009-05-31,5.8658118162963e-06,0.0,0.0
2009-06-07,1.98841078518519e-07,0.0,0.0
2009-06-14,3.47971887407407e-06,0.0,0.0
2009-06-21,3.72827022222222e-06,0.0,0.0
2009-06-28,2.53522375111111e-06,0.0,0.0
2009-07-05,3.97682157037037e-06,0.0,0.0
2009-07-12,3.77798049185185e-06,0.0,0.0
2009-07-19,2.58493402074074e-06,0.0,0.0
2009-07-26,6.46233505185185e-07,0.0,0.0
2009-08-02,1.49130808888889e-06,0.0,0.0
2009-08-09,4.8716064237037e-06,0.0,0.0
2009-08-16,1.24275674074074e-06,0.0,0.0
2009-08-23,5.96523235555555e-07,0.0,0.0
2009-08-30,4.47392426666667e-06,0.0,0.0
2009-09-06,3.57913941333333e-06,0.0,0.0
2009-09-13,3.47971887407407e-06,0.0,0.0
2009-09-20,3.92711130074074e-06,0.0,0.0
2009-09-27,4.42421399703704e-06,0.0,0.0
2009-10-04,3.03232644740741e-06,0.0,0.0
